walk_type	sound_score	meaning_weight	next_sound_score	start	sound_fr	echo_en	echo_fr	trace
sound->meaning->sound	0.781	0.95	1.0	en:dealt	fr:dettes	en:debt	fr:dette	en:dealt -> fr:dettes -> en:debt -> fr:dette
sound->meaning->sound	1.0	0.95	0.781	en:debt	fr:dette	en:debts	fr:dette	en:debt -> fr:dette -> en:debts -> fr:dette
sound->meaning->sound	1.0	0.95	0.781	en:debt	fr:dettes	en:debts	fr:dette	en:debt -> fr:dettes -> en:debts -> fr:dette
sound->meaning->sound	0.781	0.95	1.0	en:debts	fr:dette	en:debt	fr:dette	en:debts -> fr:dette -> en:debt -> fr:dette
sound->meaning->sound	0.781	0.95	1.0	en:debts	fr:dettes	en:debt	fr:dette	en:debts -> fr:dettes -> en:debt -> fr:dette
sound->meaning->sound	0.781	0.95	1.0	en:decked	fr:dette	en:debt	fr:dette	en:decked -> fr:dette -> en:debt -> fr:dette
sound->meaning->sound	0.781	0.95	1.0	en:dent	fr:dette	en:debt	fr:dette	en:dent -> fr:dette -> en:debt -> fr:dette
sound->meaning->sound	0.781	0.95	1.0	en:dent	fr:dettes	en:debt	fr:dette	en:dent -> fr:dettes -> en:debt -> fr:dette
sound->meaning->sound	0.781	0.95	1.0	en:desert	fr:dette	en:debt	fr:dette	en:desert -> fr:dette -> en:debt -> fr:dette
sound->meaning->sound	0.781	0.95	1.0	en:desert	fr:dettes	en:debt	fr:dette	en:desert -> fr:dettes -> en:debt -> fr:dette
sound->meaning->sound	0.781	0.95	1.0	en:ex	fr:sexe	en:sex	fr:sexe	en:ex -> fr:sexe -> en:sex -> fr:sexe
sound->meaning->sound	0.781	0.95	1.0	en:ex	fr:sexes	en:sex	fr:sexe	en:ex -> fr:sexes -> en:sex -> fr:sexe
sound->meaning->sound	0.781	0.95	1.0	en:fresh	fr:frais	en:fresh	fr:fraîche	en:fresh -> fr:frais -> en:fresh -> fr:fraîche
sound->meaning->sound	0.781	0.95	1.0	en:fruit	fr:routes	en:route	fr:routes	en:fruit -> fr:routes -> en:route -> fr:routes
sound->meaning->sound	0.781	0.95	1.0	en:grew	fr:groupe	en:group	fr:groupe	en:grew -> fr:groupe -> en:group -> fr:groupe
sound->meaning->sound	0.781	0.95	1.0	en:grew	fr:groupes	en:group	fr:groupe	en:grew -> fr:groupes -> en:group -> fr:groupe
sound->meaning->sound	0.781	0.95	1.0	en:leagues	fr:ligues	en:league	fr:ligue	en:leagues -> fr:ligues -> en:league -> fr:ligue
sound->meaning->sound	0.781	0.95	1.0	en:nets	fr:net	en:net	fr:net	en:nets -> fr:net -> en:net -> fr:net
sound->meaning->sound	1.0	0.95	0.781	en:nor	fr:nord	en:north	fr:nord	en:nor -> fr:nord -> en:north -> fr:nord
sound->meaning->sound	1.0	0.95	0.781	en:norm	fr:norme	en:norms	fr:nomment	en:norm -> fr:norme -> en:norms -> fr:nomment
sound->meaning->sound	1.0	0.95	0.781	en:norm	fr:normes	en:norms	fr:nomment	en:norm -> fr:normes -> en:norms -> fr:nomment
sound->meaning->sound	0.781	0.95	1.0	en:order	fr:ordres	en:order	fr:horde	en:order -> fr:ordres -> en:order -> fr:horde
sound->meaning->sound	0.781	0.95	1.0	en:peaks	fr:pisse	en:pees	fr:pise	en:peaks -> fr:pisse -> en:pees -> fr:pise
sound->meaning->sound	0.781	0.95	1.0	en:resume	fr:zoom	en:zoom	fr:zoom	en:resume -> fr:zoom -> en:zoom -> fr:zoom
sound->meaning->sound	1.0	0.95	0.781	en:root	fr:route	en:routes	fr:race	en:root -> fr:route -> en:routes -> fr:race
sound->meaning->sound	0.781	0.95	1.0	en:roots	fr:routes	en:route	fr:routes	en:roots -> fr:routes -> en:route -> fr:routes
sound->meaning->sound	0.781	0.95	1.0	en:scheme	fr:ski	en:ski	fr:ski	en:scheme -> fr:ski -> en:ski -> fr:ski
sound->meaning->sound	0.781	0.95	1.0	en:scheme	fr:skis	en:ski	fr:ski	en:scheme -> fr:skis -> en:ski -> fr:ski
sound->meaning->sound	0.781	0.95	1.0	en:scoop	fr:coupes	en:coupe	fr:coupent	en:scoop -> fr:coupes -> en:coupe -> fr:coupent
sound->meaning->sound	0.781	0.95	1.0	en:scoop	fr:soupe	en:soup	fr:soupe	en:scoop -> fr:soupe -> en:soup -> fr:soupe
sound->meaning->sound	0.781	0.95	1.0	en:shelf	fr:chef	en:chef	fr:chef	en:shelf -> fr:chef -> en:chef -> fr:chef
sound->meaning->sound	0.781	0.95	1.0	en:shelf	fr:chefs	en:chef	fr:chef	en:shelf -> fr:chefs -> en:chef -> fr:chef
sound->meaning->sound	0.781	0.95	1.0	en:sought	fr:sortes	en:sort	fr:sorte	en:sought -> fr:sortes -> en:sort -> fr:sorte
sound->meaning->sound	0.781	0.95	1.0	en:sucked	fr:secte	en:sect	fr:secte	en:sucked -> fr:secte -> en:sect -> fr:secte
sound->meaning->sound	0.781	0.95	1.0	en:tells	fr:tels	en:tel	fr:telle	en:tells -> fr:tels -> en:tel -> fr:telle
sound->meaning->sound	0.781	0.95	1.0	en:tl	fr:tels	en:tel	fr:telle	en:tl -> fr:tels -> en:tel -> fr:telle
sound->meaning->sound	0.781	0.95	1.0	en:wet	fr:ouest	en:west	fr:ouest	en:wet -> fr:ouest -> en:west -> fr:ouest
sound->meaning->sound	0.775	0.95	1.0	en:kiwi	fr:kiwi	en:kiwi	fr:kiwis	en:kiwi -> fr:kiwi -> en:kiwi -> fr:kiwis
sound->meaning->sound	0.775	0.95	1.0	en:lloyd	fr:lord	en:lord	fr:lord	en:lloyd -> fr:lord -> en:lord -> fr:lord
sound->meaning->sound	0.952	0.95	0.821	en:maxed	fr:mixte	en:mixed	fr:mixte	en:maxed -> fr:mixte -> en:mixed -> fr:mixte
sound->meaning->sound	0.773	0.95	1.0	en:sticky	fr:ski	en:ski	fr:ski	en:sticky -> fr:ski -> en:ski -> fr:ski
sound->meaning->sound	0.773	0.95	1.0	en:whiskey	fr:ski	en:ski	fr:ski	en:whiskey -> fr:ski -> en:ski -> fr:ski
sound->meaning->sound	0.97	0.95	0.802	en:sicked	fr:secte	en:insect	fr:secte	en:sicked -> fr:secte -> en:insect -> fr:secte
sound->meaning->sound	0.771	0.95	1.0	en:bellied	fr:belle	en:belle	fr:bel	en:bellied -> fr:belle -> en:belle -> fr:bel
sound->meaning->sound	0.885	0.95	0.885	en:regime	fr:régime	en:regime	fr:régime	en:regime -> fr:régime -> en:regime -> fr:régime
sound->meaning->sound	0.885	0.95	0.885	en:regime	fr:régimes	en:regime	fr:régime	en:regime -> fr:régimes -> en:regime -> fr:régime
sound->meaning->sound	0.77	0.95	1.0	en:sacked	fr:secte	en:sect	fr:secte	en:sacked -> fr:secte -> en:sect -> fr:secte
sound->meaning->sound	0.77	0.95	1.0	en:sacked	fr:sectes	en:sect	fr:secte	en:sacked -> fr:sectes -> en:sect -> fr:secte
sound->meaning->sound	0.77	0.95	1.0	en:sect	fr:sexe	en:sex	fr:sexe	en:sect -> fr:sexe -> en:sex -> fr:sexe
sound->meaning->sound	0.77	0.95	1.0	en:sect	fr:sexes	en:sex	fr:sexe	en:sect -> fr:sexes -> en:sex -> fr:sexe
sound->meaning->sound	0.77	0.95	1.0	en:sex	fr:secte	en:sect	fr:secte	en:sex -> fr:secte -> en:sect -> fr:secte
sound->meaning->sound	0.77	0.95	1.0	en:sex	fr:sectes	en:sect	fr:secte	en:sex -> fr:sectes -> en:sect -> fr:secte
sound->meaning->sound	1.0	0.95	0.77	en:sport	fr:spots	en:spot	fr:spots	en:sport -> fr:spots -> en:spot -> fr:spots
sound->meaning->sound	1.0	0.95	0.77	en:stalk	fr:stock	en:stock	fr:stocks	en:stalk -> fr:stock -> en:stock -> fr:stocks
sound->meaning->sound	1.0	0.95	0.77	en:stalk	fr:stocks	en:stock	fr:stocks	en:stalk -> fr:stocks -> en:stock -> fr:stocks
sound->meaning->sound	1.0	0.95	0.77	en:stork	fr:stock	en:stock	fr:stocks	en:stork -> fr:stock -> en:stock -> fr:stocks
sound->meaning->sound	0.77	0.95	1.0	en:sucked	fr:sectes	en:sect	fr:secte	en:sucked -> fr:sectes -> en:sect -> fr:secte
sound->meaning->sound	0.77	0.95	1.0	en:sushi	fr:souci	en:sushi	fr:saoul chie	en:sushi -> fr:souci -> en:sushi -> fr:saoul chie
sound->meaning->sound	0.77	0.95	1.0	en:tossed	fr:test	en:test	fr:test	en:tossed -> fr:test -> en:test -> fr:test
sound->meaning->sound	1.0	0.95	0.77	en:vex	fr:vexe	en:vector	fr:vexe	en:vex -> fr:vexe -> en:vector -> fr:vexe
sound->meaning->sound	0.769	0.95	1.0	en:belts	fr:belle	en:belle	fr:bel	en:belts -> fr:belle -> en:belle -> fr:bel
sound->meaning->sound	0.768	0.95	1.0	en:bellies	fr:belle	en:belle	fr:bel	en:bellies -> fr:belle -> en:belle -> fr:bel
sound->meaning->sound	0.768	0.95	1.0	en:risky	fr:ski	en:ski	fr:ski	en:risky -> fr:ski -> en:ski -> fr:ski
sound->meaning->sound	0.768	0.95	1.0	en:sheriff	fr:chef	en:chef	fr:chef	en:sheriff -> fr:chef -> en:chef -> fr:chef
sound->meaning->sound	0.822	0.95	0.945	en:dress	fr:adresses	en:addresses	fr:adrets aise	en:dress -> fr:adresses -> en:addresses -> fr:adrets aise
sound->meaning->sound	0.827	0.95	0.94	en:textile	fr:textile	en:textile	fr:taxent al	en:textile -> fr:textile -> en:textile -> fr:taxent al
sound->meaning->sound	0.827	0.95	0.94	en:textile	fr:textiles	en:textile	fr:taxent al	en:textile -> fr:textiles -> en:textile -> fr:taxent al
sound->meaning->sound	0.766	0.95	1.0	en:hair	fr:air	en:air	fr:air	en:hair -> fr:air -> en:air -> fr:air
sound->meaning->sound	0.766	0.95	1.0	en:hare	fr:air	en:air	fr:air	en:hare -> fr:air -> en:air -> fr:air
sound->meaning->sound	0.766	0.95	1.0	en:issue	fr:chou	en:shoot	fr:choute	en:issue -> fr:chou -> en:shoot -> fr:choute
sound->meaning->sound	0.94	0.95	0.825	en:pressers	fr:princesse	en:princess	fr:princesse	en:pressers -> fr:princesse -> en:princess -> fr:princesse
sound->meaning->sound	0.97	0.95	0.793	en:masque	fr:masque	en:mask	fr:masque	en:masque -> fr:masque -> en:mask -> fr:masque
sound->meaning->sound	0.763	0.95	1.0	en:pest	fr:test	en:test	fr:test	en:pest -> fr:test -> en:test -> fr:test
sound->meaning->sound	0.763	0.95	1.0	en:pest	fr:tests	en:test	fr:test	en:pest -> fr:tests -> en:test -> fr:test
sound->meaning->sound	0.763	0.95	1.0	en:scoot	fr:scoops	en:scoop	fr:scoops	en:scoot -> fr:scoops -> en:scoop -> fr:scoops
sound->meaning->sound	0.763	0.95	1.0	en:skinny	fr:ski	en:ski	fr:ski	en:skinny -> fr:ski -> en:ski -> fr:ski
sound->meaning->sound	0.763	0.95	1.0	en:test	fr:peste	en:pest	fr:peste	en:test -> fr:peste -> en:pest -> fr:peste
sound->meaning->sound	0.763	0.95	1.0	en:test	fr:pestes	en:pest	fr:peste	en:test -> fr:pestes -> en:pest -> fr:peste
sound->meaning->sound	0.763	0.95	1.0	en:vest	fr:zeste	en:zest	fr:zeste	en:vest -> fr:zeste -> en:zest -> fr:zeste
sound->meaning->sound	0.763	0.95	1.0	en:vest	fr:zestes	en:zest	fr:zeste	en:vest -> fr:zestes -> en:zest -> fr:zeste
sound->meaning->sound	0.94	0.95	0.822	en:dissed	fr:test	en:tests	fr:test	en:dissed -> fr:test -> en:tests -> fr:test
sound->meaning->sound	0.833	0.95	0.929	en:guys	fr:gaz	en:gases	fr:gars aise	en:guys -> fr:gaz -> en:gases -> fr:gars aise
sound->meaning->sound	0.975	0.95	0.787	en:middy	fr:midi	en:midi	fr:midi	en:middy -> fr:midi -> en:midi -> fr:midi
sound->meaning->sound	0.837	0.95	0.924	en:detect	fr:détecte	en:detect	fr:dit acte	en:detect -> fr:détecte -> en:detect -> fr:dit acte
sound->meaning->sound	0.837	0.95	0.924	en:detector	fr:détecte	en:detect	fr:dit acte	en:detector -> fr:détecte -> en:detect -> fr:dit acte
sound->meaning->sound	0.761	0.95	1.0	en:wear	fr:air	en:air	fr:air	en:wear -> fr:air -> en:air -> fr:air
sound->meaning->sound	0.761	0.95	1.0	en:where	fr:air	en:air	fr:air	en:where -> fr:air -> en:air -> fr:air
sound->meaning->sound	0.822	0.95	0.938	en:chest	fr:tests	en:testing	fr:destine	en:chest -> fr:tests -> en:testing -> fr:destine
sound->meaning->sound	0.76	0.95	1.0	en:chew	fr:chou	en:shoot	fr:choute	en:chew -> fr:chou -> en:shoot -> fr:choute
sound->meaning->sound	0.76	0.95	1.0	en:chute	fr:chou	en:shoot	fr:choute	en:chute -> fr:chou -> en:shoot -> fr:choute
sound->meaning->sound	0.901	0.95	0.859	en:explored	fr:explorent	en:exploring	fr:explorent	en:explored -> fr:explorent -> en:exploring -> fr:explorent
sound->meaning->sound	0.76	0.95	1.0	en:paste	fr:peste	en:pest	fr:peste	en:paste -> fr:peste -> en:pest -> fr:peste
sound->meaning->sound	0.76	0.95	1.0	en:shoot	fr:chou	en:shoot	fr:choute	en:shoot -> fr:chou -> en:shoot -> fr:choute
sound->meaning->sound	0.76	0.95	1.0	en:taste	fr:test	en:test	fr:test	en:taste -> fr:test -> en:test -> fr:test
sound->meaning->sound	0.822	0.95	0.938	en:text	fr:tests	en:testing	fr:destine	en:text -> fr:tests -> en:testing -> fr:destine
sound->meaning->sound	0.823	0.95	0.935	en:bridge	fr:bridge	en:bridges	fr:brides aise	en:bridge -> fr:bridge -> en:bridges -> fr:brides aise
sound->meaning->sound	0.798	0.95	0.96	en:confess	fr:confesse	en:confess	fr:con fesses	en:confess -> fr:confesse -> en:confess -> fr:con fesses
sound->meaning->sound	0.758	0.95	1.0	en:waist	fr:ouest	en:west	fr:ouest	en:waist -> fr:ouest -> en:west -> fr:ouest
sound->meaning->sound	0.758	0.95	1.0	en:waste	fr:ouest	en:west	fr:ouest	en:waste -> fr:ouest -> en:west -> fr:ouest
sound->meaning->sound	0.822	0.95	0.936	en:spectrum	fr:spectre	en:perspective	fr:paix piquent ive	en:spectrum -> fr:spectre -> en:perspective -> fr:paix piquent ive
sound->meaning->sound	0.757	0.95	1.0	en:aired	fr:air	en:air	fr:air	en:aired -> fr:air -> en:air -> fr:air
sound->meaning->sound	0.822	0.95	0.935	en:breeds	fr:brise	en:bridges	fr:brides aise	en:breeds -> fr:brise -> en:bridges -> fr:brides aise
sound->meaning->sound	0.97	0.95	0.787	en:meaty	fr:midi	en:midi	fr:midi	en:meaty -> fr:midi -> en:midi -> fr:midi
sound->meaning->sound	0.756	0.95	1.0	en:exception	fr:excepte	en:except	fr:excepte	en:exception -> fr:excepte -> en:except -> fr:excepte
sound->meaning->sound	0.81	0.95	0.945	en:address	fr:adresses	en:addresses	fr:adrets aise	en:address -> fr:adresses -> en:addresses -> fr:adrets aise
sound->meaning->sound	0.786	0.95	0.969	en:distress	fr:détresse	en:distress	fr:dis tresses	en:distress -> fr:détresse -> en:distress -> fr:dis tresses
sound->meaning->sound	0.755	0.95	1.0	en:groom	fr:groupe	en:group	fr:groupe	en:groom -> fr:groupe -> en:group -> fr:groupe
sound->meaning->sound	0.755	0.95	1.0	en:groove	fr:groupe	en:group	fr:groupe	en:groove -> fr:groupe -> en:group -> fr:groupe
sound->meaning->sound	0.755	0.95	1.0	en:groove	fr:groupes	en:group	fr:groupe	en:groove -> fr:groupes -> en:group -> fr:groupe
sound->meaning->sound	0.97	0.95	0.785	en:pluck	fr:plaque	en:plaque	fr:plaque	en:pluck -> fr:plaque -> en:plaque -> fr:plaque
sound->meaning->sound	0.755	0.95	1.0	en:test	fr:zeste	en:zest	fr:zeste	en:test -> fr:zeste -> en:zest -> fr:zeste
sound->meaning->sound	0.755	0.95	1.0	en:test	fr:zestes	en:zest	fr:zeste	en:test -> fr:zestes -> en:zest -> fr:zeste
sound->meaning->sound	0.755	0.95	1.0	en:zest	fr:test	en:test	fr:test	en:zest -> fr:test -> en:test -> fr:test
sound->meaning->sound	0.755	0.95	1.0	en:zest	fr:tests	en:test	fr:test	en:zest -> fr:tests -> en:test -> fr:test
sound->meaning->sound	0.793	0.95	0.96	en:march	fr:matchs	en:matches	fr:mat chaise	en:march -> fr:matchs -> en:matches -> fr:mat chaise
sound->meaning->sound	0.753	0.95	1.0	en:rare	fr:air	en:air	fr:air	en:rare -> fr:air -> en:air -> fr:air
sound->meaning->sound	0.753	0.95	1.0	en:shoes	fr:chou	en:shoot	fr:choute	en:shoes -> fr:chou -> en:shoot -> fr:choute
sound->meaning->sound	0.753	0.95	1.0	en:shooter	fr:chou	en:shoot	fr:choute	en:shooter -> fr:chou -> en:shoot -> fr:choute
sound->meaning->sound	0.77	0.95	0.98	en:source	fr:source	en:resource	fr:ries os	en:source -> fr:source -> en:resource -> fr:ries os
sound->meaning->sound	0.816	0.95	0.932	en:concept	fr:concepts	en:concept	fr:cannes opte	en:concept -> fr:concepts -> en:concept -> fr:cannes opte
sound->meaning->sound	1.0	0.95	0.748	en:gean	fr:jean	en:john	fr:jean	en:gean -> fr:jean -> en:john -> fr:jean
sound->meaning->sound	1.0	0.95	0.748	en:gene	fr:jean	en:john	fr:jean	en:gene -> fr:jean -> en:john -> fr:jean
sound->meaning->sound	0.748	0.95	1.0	en:larder	fr:lord	en:lord	fr:lord	en:larder -> fr:lord -> en:lord -> fr:lord
sound->meaning->sound	0.782	0.95	0.966	en:orchestra	fr:orchestre	en:orchestra	fr:hoquets trait	en:orchestra -> fr:orchestre -> en:orchestra -> fr:hoquets trait
sound->meaning->sound	0.748	0.95	1.0	en:vex	fr:sexe	en:sex	fr:sexe	en:vex -> fr:sexe -> en:sex -> fr:sexe
sound->meaning->sound	0.748	0.95	1.0	en:vex	fr:sexes	en:sex	fr:sexe	en:vex -> fr:sexes -> en:sex -> fr:sexe
sound->meaning->sound	0.747	0.95	1.0	en:accepts	fr:excepte	en:except	fr:excepte	en:accepts -> fr:excepte -> en:except -> fr:excepte
sound->meaning->sound	1.0	0.95	0.747	en:except	fr:excepte	en:accepts	fr:excepte	en:except -> fr:excepte -> en:accepts -> fr:excepte
sound->meaning->sound	0.746	0.95	1.0	en:accepted	fr:excepte	en:except	fr:excepte	en:accepted -> fr:excepte -> en:except -> fr:excepte
sound->meaning->sound	0.746	0.95	1.0	en:belling	fr:belle	en:belle	fr:bel	en:belling -> fr:belle -> en:belle -> fr:bel
sound->meaning->sound	1.0	0.95	0.746	en:ski	fr:ski	en:skiing	fr:ski	en:ski -> fr:ski -> en:skiing -> fr:ski
sound->meaning->sound	1.0	0.95	0.746	en:ski	fr:skis	en:skiing	fr:ski	en:ski -> fr:skis -> en:skiing -> fr:ski
sound->meaning->sound	0.746	0.95	1.0	en:skiing	fr:ski	en:ski	fr:ski	en:skiing -> fr:ski -> en:ski -> fr:ski
sound->meaning->sound	0.81	0.95	0.935	en:breeds	fr:bridge	en:bridges	fr:brides aise	en:breeds -> fr:bridge -> en:bridges -> fr:brides aise
sound->meaning->sound	0.975	0.95	0.77	en:kopje	fr:copie	en:copy	fr:copies	en:kopje -> fr:copie -> en:copy -> fr:copies
sound->meaning->sound	0.785	0.95	0.96	en:match	fr:matchs	en:matches	fr:mat chaise	en:match -> fr:matchs -> en:matches -> fr:mat chaise
sound->meaning->sound	0.785	0.95	0.96	en:much	fr:matchs	en:matches	fr:mat chaise	en:much -> fr:matchs -> en:matches -> fr:mat chaise
sound->meaning->sound	0.785	0.95	0.96	en:worst	fr:ouest	en:western	fr:ouais tonnes	en:worst -> fr:ouest -> en:western -> fr:ouais tonnes
sound->meaning->sound	0.9	0.95	0.842	en:expose	fr:exposent	en:expertise	fr:expertises	en:expose -> fr:exposent -> en:expertise -> fr:expertises
sound->meaning->sound	0.741	0.95	1.0	en:breast	fr:peste	en:pest	fr:peste	en:breast -> fr:peste -> en:pest -> fr:peste
sound->meaning->sound	0.92	0.95	0.821	en:nixed	fr:mixte	en:mixed	fr:mixte	en:nixed -> fr:mixte -> en:mixed -> fr:mixte
sound->meaning->sound	0.741	0.95	1.0	en:resort	fr:sortes	en:sort	fr:sorte	en:resort -> fr:sortes -> en:sort -> fr:sorte
sound->meaning->sound	0.781	0.95	0.96	en:wet	fr:ouest	en:western	fr:ouais tonnes	en:wet -> fr:ouest -> en:western -> fr:ouais tonnes
sound->meaning->sound	0.74	0.95	1.0	en:envy	fr:ennemis	en:enemy	fr:ennemies	en:envy -> fr:ennemis -> en:enemy -> fr:ennemies
sound->meaning->sound	0.74	0.95	1.0	en:legal	fr:ligue	en:league	fr:ligue	en:legal -> fr:ligue -> en:league -> fr:ligue
sound->meaning->sound	0.74	0.95	1.0	en:lucy	fr:souci	en:sushi	fr:saoul chie	en:lucy -> fr:souci -> en:sushi -> fr:saoul chie
sound->meaning->sound	1.0	0.95	0.74	en:pest	fr:peste	en:bust	fr:buste	en:pest -> fr:peste -> en:bust -> fr:buste
sound->meaning->sound	0.87	0.95	0.87	en:respect	fr:respecte	en:respect	fr:respecte	en:respect -> fr:respecte -> en:respect -> fr:respecte
sound->meaning->sound	0.87	0.95	0.87	en:techniques	fr:technique	en:techniques	fr:technique	en:techniques -> fr:technique -> en:techniques -> fr:technique
sound->meaning->sound	1.0	0.95	0.738	en:creak	fr:crique	en:critic	fr:crique	en:creak -> fr:crique -> en:critic -> fr:crique
sound->meaning->sound	1.0	0.95	0.738	en:creek	fr:crique	en:critic	fr:crique	en:creek -> fr:crique -> en:critic -> fr:crique
sound->meaning->sound	0.738	0.95	1.0	en:schemes	fr:ski	en:ski	fr:ski	en:schemes -> fr:ski -> en:ski -> fr:ski
sound->meaning->sound	0.793	0.95	0.944	en:clerk	fr:claque	en:classic	fr:clés hic	en:clerk -> fr:claque -> en:classic -> fr:clés hic
sound->meaning->sound	0.793	0.95	0.944	en:clock	fr:claque	en:classic	fr:clés hic	en:clock -> fr:claque -> en:classic -> fr:clés hic
sound->meaning->sound	0.737	0.95	1.0	en:their	fr:air	en:air	fr:air	en:their -> fr:air -> en:air -> fr:air
sound->meaning->sound	0.737	0.95	1.0	en:there	fr:air	en:air	fr:air	en:there -> fr:air -> en:air -> fr:air
sound->meaning->sound	0.804	0.95	0.932	en:concept	fr:concept	en:concept	fr:cannes opte	en:concept -> fr:concept -> en:concept -> fr:cannes opte
sound->meaning->sound	0.8	0.95	0.934	en:flexible	fr:flexible	en:flexible	fr:flics belle	en:flexible -> fr:flexible -> en:flexible -> fr:flics belle
sound->meaning->sound	0.734	0.95	1.0	en:xd	fr:excès	en:excess	fr:ex ès	en:xd -> fr:excès -> en:excess -> fr:ex ès
sound->meaning->sound	0.786	0.95	0.947	en:platforms	fr:plateforme	en:platform	fr:plat sommes	en:platforms -> fr:plateforme -> en:platform -> fr:plat sommes
sound->meaning->sound	0.786	0.95	0.947	en:platforms	fr:plateformes	en:platform	fr:plat sommes	en:platforms -> fr:plateformes -> en:platform -> fr:plat sommes
sound->meaning->sound	0.733	0.95	1.0	en:reward	fr:lord	en:lord	fr:lord	en:reward -> fr:lord -> en:lord -> fr:lord
sound->meaning->sound	0.787	0.95	0.943	en:lesbian	fr:lesbienne	en:lesbian	fr:les bine	en:lesbian -> fr:lesbienne -> en:lesbian -> fr:les bine
sound->meaning->sound	0.787	0.95	0.943	en:lesbian	fr:lesbiennes	en:lesbian	fr:les bine	en:lesbian -> fr:lesbiennes -> en:lesbian -> fr:les bine
sound->meaning->sound	0.945	0.95	0.785	en:prick	fr:briques	en:brick	fr:break	en:prick -> fr:briques -> en:brick -> fr:break
sound->meaning->sound	0.73	0.95	1.0	en:beak	fr:pic	en:peak	fr:pic	en:beak -> fr:pic -> en:peak -> fr:pic
sound->meaning->sound	0.73	0.95	1.0	en:beak	fr:pics	en:peak	fr:pic	en:beak -> fr:pics -> en:peak -> fr:pic
sound->meaning->sound	0.73	0.95	1.0	en:bill	fr:belles	en:belle	fr:bel	en:bill -> fr:belles -> en:belle -> fr:bel
sound->meaning->sound	0.73	0.95	1.0	en:dead	fr:dette	en:debt	fr:dette	en:dead -> fr:dette -> en:debt -> fr:dette
sound->meaning->sound	0.73	0.95	1.0	en:dead	fr:dettes	en:debt	fr:dette	en:dead -> fr:dettes -> en:debt -> fr:dette
sound->meaning->sound	0.73	0.95	1.0	en:dirt	fr:dette	en:debt	fr:dette	en:dirt -> fr:dette -> en:debt -> fr:dette
sound->meaning->sound	0.73	0.95	1.0	en:knit	fr:net	en:net	fr:net	en:knit -> fr:net -> en:net -> fr:net
sound->meaning->sound	0.73	0.95	1.0	en:leak	fr:ligue	en:league	fr:ligue	en:leak -> fr:ligue -> en:league -> fr:ligue
sound->meaning->sound	1.0	0.95	0.73	en:peace	fr:pisse	en:piss	fr:pisse	en:peace -> fr:pisse -> en:piss -> fr:pisse
sound->meaning->sound	0.73	0.95	1.0	en:peas	fr:pisse	en:pees	fr:pise	en:peas -> fr:pisse -> en:pees -> fr:pise
sound->meaning->sound	0.73	0.95	1.0	en:peas	fr:pisses	en:pees	fr:pise	en:peas -> fr:pisses -> en:pees -> fr:pise
sound->meaning->sound	0.73	0.95	1.0	en:pease	fr:pisse	en:pees	fr:pise	en:pease -> fr:pisse -> en:pees -> fr:pise
sound->meaning->sound	0.73	0.95	1.0	en:pease	fr:pisses	en:pees	fr:pise	en:pease -> fr:pisses -> en:pees -> fr:pise
sound->meaning->sound	0.73	0.95	1.0	en:peep	fr:bip	en:beep	fr:bip	en:peep -> fr:bip -> en:beep -> fr:bip
sound->meaning->sound	0.73	0.95	1.0	en:pees	fr:pisse	en:pees	fr:pise	en:pees -> fr:pisse -> en:pees -> fr:pise
sound->meaning->sound	0.73	0.95	1.0	en:pees	fr:pisses	en:pees	fr:pise	en:pees -> fr:pisses -> en:pees -> fr:pise
sound->meaning->sound	1.0	0.95	0.73	en:piece	fr:pisse	en:piss	fr:pisse	en:piece -> fr:pisse -> en:piss -> fr:pisse
sound->meaning->sound	0.73	0.95	1.0	en:piss	fr:pisse	en:pees	fr:pise	en:piss -> fr:pisse -> en:pees -> fr:pise
sound->meaning->sound	0.73	0.95	1.0	en:til	fr:tels	en:tel	fr:telle	en:til -> fr:tels -> en:tel -> fr:telle
sound->meaning->sound	0.73	0.95	1.0	en:till	fr:tels	en:tel	fr:telle	en:till -> fr:tels -> en:tel -> fr:telle
sound->meaning->sound	0.73	0.95	1.0	en:tiller	fr:tels	en:tel	fr:telle	en:tiller -> fr:tels -> en:tel -> fr:telle
sound->meaning->sound	0.785	0.95	0.944	en:click	fr:clic	en:clinic	fr:clin hic	en:click -> fr:clic -> en:clinic -> fr:clin hic
sound->meaning->sound	0.864	0.95	0.864	en:clone	fr:clones	en:clone	fr:clones	en:clone -> fr:clones -> en:clone -> fr:clones
sound->meaning->sound	0.728	0.95	1.0	en:energy	fr:ennemies	en:enemy	fr:ennemies	en:energy -> fr:ennemies -> en:enemy -> fr:ennemies
sound->meaning->sound	0.762	0.95	0.966	en:extract	fr:extraits	en:orchestra	fr:hoquets trait	en:extract -> fr:extraits -> en:orchestra -> fr:hoquets trait
sound->meaning->sound	0.864	0.95	0.864	en:naive	fr:naïve	en:naive	fr:naïve	en:naive -> fr:naïve -> en:naive -> fr:naïve
sound->meaning->sound	0.728	0.95	1.0	en:toast	fr:tests	en:test	fr:test	en:toast -> fr:tests -> en:test -> fr:test
sound->meaning->sound	0.94	0.95	0.787	en:beady	fr:midi	en:midi	fr:midi	en:beady -> fr:midi -> en:midi -> fr:midi
sound->meaning->sound	0.793	0.95	0.934	en:crock	fr:crack	en:chronic	fr:cran hic	en:crock -> fr:crack -> en:chronic -> fr:cran hic
