src	dst	hops	quality	chain
drafting	prennent in	6	0.928	en:drafting ≈ fr:drapent in ~ fr:fait in ≈ en:thirteen ~ en:fourteen ≈ fr:faut in ~ fr:prennent in
drafting	entré	6	0.923	en:drafting ≈ fr:drapent in ~ fr:fait in ≈ en:thirteen ~ en:fourteen ≈ fr:faut in ~ fr:entré
dram	drames	2	0.980	en:dram ≈ fr:drame ~ fr:drames
drawl	fait in	4	0.904	en:drawl ~ en:draws ≈ fr:treize = en:thirteen ≈ fr:fait in
drawl	troisieme	3	0.885	en:drawl ~ en:draws ≈ fr:treize ~ fr:troisieme
drawl	treize	2	0.870	en:drawl ~ en:draws ≈ fr:treize
draws	ben	6	0.956	en:draws ≈ fr:treize = en:thirteen ≈ fr:fait in ~ fr:bennes ≈ en:ben ~ fr:ben
draws	seize	6	0.956	en:draws ≈ fr:treize = en:thirteen ≈ fr:fait in ~ fr:sises ≈ en:seize ~ fr:seize
draws	rse	6	0.952	en:draws ≈ fr:treize = en:thirteen ≈ fr:fait in ~ fr:sises ≈ en:seas ~ fr:rse
dreg	traite	2	0.905	en:dreg ~ en:drat ≈ fr:traite
dresses	robe	3	0.966	en:dresses ~ fr:dresse ≈ en:dress = fr:robe
dresses	dresse	2	0.968	en:dresses ~ en:dress ≈ fr:dresse
droop	troupe	3	0.950	en:droop ~ en:drupe ≈ fr:troupes ~ fr:troupe
droop	troupeaux	3	0.900	en:droop ~ en:drupe ≈ fr:troupes ~ fr:troupeaux
droop	bataillon	3	0.896	en:droop ~ en:drupe ≈ fr:troupes ~ fr:bataillon
dross	trace	2	0.922	en:dross ≈ fr:traces ~ fr:trace
drupe	troupe	2	0.964	en:drupe ≈ fr:troupes ~ fr:troupe
drupe	troupeaux	2	0.889	en:drupe ≈ fr:troupes ~ fr:troupeaux
drupe	bataillon	2	0.884	en:drupe ≈ fr:troupes ~ fr:bataillon
du	soft	3	0.983	en:du ≈ fr:doux = en:soft ≈ fr:soft
du	doués	2	0.982	en:du ≈ fr:doux ~ fr:doués
duchess	partage	4	0.957	en:duchess ≈ fr:dit chaise ~ fr:chair ≈ en:share = fr:partage
duchess	part	4	0.957	en:duchess ≈ fr:dit chaise ~ fr:chair ≈ en:share = fr:part
duchess	partager	4	0.957	en:duchess ≈ fr:dit chaise ~ fr:chair ≈ en:share = fr:partager
due	soft	3	0.983	en:due ≈ fr:doux = en:soft ≈ fr:soft
due	doués	2	0.982	en:due ≈ fr:doux ~ fr:doués
dusty	los	2	0.929	en:dusty ≈ fr:des tee ~ fr:los
dynasty	dîners	2	0.960	en:dynasty ≈ fr:dîners tee ~ fr:dîners
dynasty	diner	2	0.950	en:dynasty ≈ fr:dîners tee ~ fr:diner
ea	hai	2	0.986	en:ea ≈ fr:hi ~ fr:hai
easel	insulaires	2	0.964	en:easel ≈ fr:isole ~ fr:insulaires
eases	dis	6	0.915	en:eases ≈ fr:isis ~ fr:dis isis ≈ en:diseases ~ en:disease ≈ fr:dis hisse ~ fr:dis
eases	dis hisse	5	0.938	en:eases ≈ fr:isis ~ fr:dis isis ≈ en:diseases ~ en:disease ≈ fr:dis hisse
eases	maladies	4	0.926	en:eases ≈ fr:isis ~ fr:dis isis ≈ en:diseases = fr:maladies
eastern	raquette	5	0.909	en:eastern ≈ fr:hissent haine ~ fr:tain hisse ≈ en:tennis ~ en:racket ≈ fr:raquette
eastern	tennis	4	0.923	en:eastern ≈ fr:hissent haine ~ fr:tain hisse ≈ en:tennis ~ fr:tennis
eastern	racket	4	0.898	en:eastern ≈ fr:hissent haine ~ fr:tain hisse ≈ en:tennis ~ fr:racket
eat	hits	2	0.965	en:eat ≈ fr:hit ~ fr:hits
eat aura	attila	3	0.795	en:eat aura ~ en:it aura ≈ fr:instaurer ~ fr:attila
eat aura	ascenseur	3	0.793	en:eat aura ~ en:it aura ≈ fr:instaurer ~ fr:ascenseur
eat aura	ascenseurs	3	0.791	en:eat aura ~ en:it aura ≈ fr:instaurer ~ fr:ascenseurs
eat auric	hits	3	0.900	en:eat auric ~ en:eat ≈ fr:hit ~ fr:hits
eat auric	historiques	2	0.972	en:eat auric ≈ fr:historique ~ fr:historiques
eat auric	historique	2	0.972	en:eat auric ≈ fr:historiques ~ fr:historique
eating	hits	3	0.964	en:eating ~ en:eat ≈ fr:hit ~ fr:hits
eating	hit	2	0.982	en:eating ~ en:eat ≈ fr:hit
eave	ever	6	0.975	en:eave ≈ fr:ives ~ fr:ive ≈ en:eve = fr:ève ≈ en:ever ~ fr:ever
eave	jamais	6	0.967	en:eave ≈ fr:ives ~ fr:ive ≈ en:eve = fr:ève ≈ en:ever = fr:jamais
eave	eve	4	0.976	en:eave ≈ fr:ives ~ fr:ive ≈ en:eve ~ fr:eve
ecru	écrase	2	0.964	en:ecru ≈ fr:écrou ~ fr:écrase
ecru	écarlate	2	0.959	en:ecru ≈ fr:écrou ~ fr:écarlate
ecru	écume	2	0.956	en:ecru ≈ fr:écrou ~ fr:écume
ed	estimations	4	0.950	en:ed ≈ fr:aides ~ fr:estimait aide ≈ en:estimated ~ fr:estimations
ed	estimation	4	0.949	en:ed ≈ fr:aides ~ fr:estimait aide ≈ en:estimated ~ fr:estimation
ed	estimées	4	0.948	en:ed ≈ fr:aides ~ fr:estimait aide ≈ en:estimated = fr:estimées
eddies	cloué	4	0.957	en:eddies ≈ fr:indice = en:clue ≈ fr:clou ~ fr:cloué
eddies	clous	3	0.955	en:eddies ≈ fr:indice = en:clue ≈ fr:clous
eddies	clou	3	0.955	en:eddies ≈ fr:indice = en:clue ≈ fr:clou
edges	pari	6	0.937	en:edges ≈ fr:aides aise ~ fr:aident aise ≈ en:enters ~ en:enter ≈ fr:ensi ~ fr:pari
edges	première	6	0.933	en:edges ≈ fr:aides aise ~ fr:aident aise ≈ en:enters ~ en:enter ≈ fr:ensi ~ fr:première
edges	estimait aide	6	0.928	en:edges ≈ fr:aides aise ~ fr:aident aise ≈ en:enters ~ en:entered ≈ fr:aident aide ~ fr:estimait aide
edit riyal	industriels	2	0.952	en:edit riyal ≈ fr:industrielles ~ fr:industriels
edit riyal	industrielles	2	0.952	en:edit riyal ≈ fr:industriels ~ fr:industrielles
edit riyal	industrielle	2	0.952	en:edit riyal ≈ fr:industriel ~ fr:industrielle
edited	rincer	6	0.912	en:edited ≈ fr:aidait aide ~ fr:baissent aide ≈ en:busted ~ en:wrested ≈ fr:rincent aide ~ fr:rincer
edited	sourde	6	0.897	en:edited ~ en:editing ≈ fr:aidait in ~ fr:fait aide ≈ en:fitted ~ en:suited ≈ fr:sourde
edited	pacte	5	0.935	en:edited ≈ fr:aidait aide ~ fr:baissent aide ≈ en:busted ~ en:bucked ≈ fr:pacte
editing	mètre	6	0.915	en:editing ≈ fr:aidait in ~ fr:met aide ≈ en:method ~ fr:méthode ≈ en:metered ~ fr:mètre
editing	sourde	5	0.904	en:editing ≈ fr:aidait in ~ fr:fait aide ≈ en:fitted ~ en:suited ≈ fr:sourde
editing	équipée	4	0.939	en:editing ≈ fr:aidait in ~ fr:fait aide ≈ en:fitted = fr:équipée
el	aller	4	0.954	en:el ≈ fr:elle ~ fr:henni ≈ en:any ~ fr:aller
el	omis	4	0.952	en:el ≈ fr:elle ~ fr:henni ≈ en:any ~ fr:omis
el	will	3	0.965	en:el ~ fr:il ≈ en:will ~ fr:will
elders	will	4	0.952	en:elders ≈ fr:elles aise ~ fr:ils ≈ en:will ~ fr:will
elders	volonté	4	0.939	en:elders ≈ fr:elles aise ~ fr:ils ≈ en:will = fr:volonté
elders	fera	4	0.939	en:elders ≈ fr:elles aise ~ fr:ils ≈ en:will = fr:fera
eldest	âgées	4	0.932	en:eldest ≈ fr:elles est ~ fr:elles aise ≈ en:elders ~ fr:âgées
eldest	aînés	4	0.931	en:eldest ≈ fr:elles est ~ fr:elles aise ≈ en:elders = fr:aînés
eldest	seniors	4	0.925	en:eldest ≈ fr:elles est ~ fr:elles aise ≈ en:elders ~ fr:seniors
electron	conférencier	4	0.930	en:electron ≈ fr:liguent rhône ~ fr:liguent serez ≈ en:lecturer = fr:conférencier
electron	prof	4	0.920	en:electron ≈ fr:liguent rhône ~ fr:liguent serez ≈ en:lecturer ~ fr:prof
em	matières	3	0.965	en:em ~ en:en ≈ fr:aine ~ fr:matières
em	aimez	2	0.995	en:em ≈ fr:aimes ~ fr:aimez
em	aimé	2	0.991	en:em ≈ fr:aime ~ fr:aimé
emcee	pâle	6	0.933	en:emcee ≈ fr:ensi ~ fr:pari ≈ en:parry ~ en:parley ≈ fr:pâli ~ fr:pâle
emcee	pédale	6	0.926	en:emcee ≈ fr:ensi ~ fr:pari ≈ en:parry ~ en:parley ≈ fr:pâli ~ fr:pédale
emcee	victime	5	0.942	en:emcee ~ en:emcees ≈ fr:aimes hisse ~ fr:piquent aime ≈ en:victim ~ fr:victime
emcees	victime	4	0.938	en:emcees ≈ fr:aimes hisse ~ fr:piquent aime ≈ en:victim ~ fr:victime
emcees	défaire	4	0.936	en:emcees ≈ fr:aimes hisse ~ fr:lubie ≈ en:looby ~ fr:défaire
emcees	rétracter	4	0.931	en:emcees ≈ fr:aimes hisse ~ fr:lubie ≈ en:looby ~ fr:rétracter
emmet	émettant	2	0.960	en:emmet ≈ fr:émettent ~ fr:émettant
emmet	énervant	2	0.954	en:emmet ≈ fr:émettent ~ fr:énervant
en	são	3	0.989	en:en ~ en:et ≈ fr:êtes ~ fr:são
en	este	3	0.989	en:en ~ en:et ≈ fr:êtes ~ fr:este
en	sono	3	0.989	en:en ~ en:et ≈ fr:êtes ~ fr:sono
endangered	juges	6	0.905	en:endangered ≈ fr:haines in jette ~ en:jet ≈ fr:jets ~ fr:jets aise ≈ en:judges ~ fr:juges
endangered	doigt	6	0.902	en:endangered ≈ fr:haines in jette ~ en:jet ≈ fr:jets ~ fr:laid jette ≈ en:legit ~ fr:doigt
endangered	magistrats	6	0.898	en:endangered ≈ fr:haines in jette ~ en:jet ≈ fr:jets ~ fr:jets aise ≈ en:judges = fr:magistrats
ended	inspecteur	5	0.937	en:ended ~ en:ending ≈ fr:haines in ~ fr:haines becqueter ≈ en:inspector ~ fr:inspecteur
ended	lorsque	5	0.935	en:ended ~ en:ending ≈ fr:haines in ~ fr:haines ≈ en:when = fr:lorsque
ended	quand	5	0.935	en:ended ~ en:ending ≈ fr:haines in ~ fr:haines ≈ en:when = fr:quand
ending	investie	5	0.930	en:ending ~ en:ended ≈ fr:haines aide ~ fr:haines esthète ≈ en:invested = fr:investie
ending	investi	5	0.930	en:ending ~ en:ended ≈ fr:haines aide ~ fr:haines esthète ≈ en:invested = fr:investi
ending	investis	5	0.930	en:ending ~ en:ended ≈ fr:haines aide ~ fr:haines esthète ≈ en:invested = fr:investis
endive	lorsque	4	0.938	en:endive ≈ fr:haines ive ~ fr:haines ≈ en:when = fr:lorsque
endive	quand	4	0.938	en:endive ≈ fr:haines ive ~ fr:haines ≈ en:when = fr:quand
endive	haines	2	0.925	en:endive ≈ fr:haines ive ~ fr:haines
endless	estimées	6	0.933	en:endless ≈ fr:haines laisse ~ fr:haines est ≈ en:invest ~ en:investing ≈ fr:nouées teigne ~ fr:estimées
endless	haines	6	0.921	en:endless ≈ fr:haines laisse ~ fr:haines aide ≈ en:ended ~ en:ending ≈ fr:haines in ~ fr:haines
endless	malicieux	6	0.912	en:endless ≈ fr:haines laisse ~ fr:haines aide ≈ en:ended ~ en:ending ≈ fr:haines in ~ fr:malicieux
endorsed	certain	4	0.945	en:endorsed ≈ fr:haines est ~ fr:sait haine ≈ en:certain ~ fr:certain
endorsed	certaine	4	0.934	en:endorsed ≈ fr:haines est ~ fr:sait haine ≈ en:certain ~ fr:certaine
endorsed	certaines	4	0.933	en:endorsed ≈ fr:haines est ~ fr:sait haine ≈ en:certain = fr:certaines
endure	ion	2	0.930	en:endure ≈ fr:haines ion ~ fr:ion
enemy	ennemis	2	0.984	en:enemy ≈ fr:ennemies ~ fr:ennemis
enemy	ennemi	2	0.982	en:enemy ≈ fr:ennemies ~ fr:ennemi
enemy	ennemie	2	0.975	en:enemy ≈ fr:ennemies ~ fr:ennemie
enforce	pris ci	6	0.912	en:enforce ≈ fr:aident os ~ fr:prennent aide ≈ en:branded ~ en:branding ≈ fr:brin digne ~ fr:pris ci
enforce	lin digne	6	0.912	en:enforce ≈ fr:aident os ~ fr:prennent aide ≈ en:branded ~ en:branding ≈ fr:brin digne ~ fr:lin digne
enforce	mètre	6	0.900	en:enforce ≈ fr:aident os ~ fr:met aide ≈ en:method ~ fr:méthode ≈ en:metered ~ fr:mètre
engine	détestable	2	0.924	en:engine ≈ fr:haines gêne ~ fr:détestable
engine	odieux	2	0.922	en:engine ≈ fr:haines gêne ~ fr:odieux
engine	dégoûté	2	0.916	en:engine ≈ fr:haines gêne ~ fr:dégoûté
engineered	estimées	6	0.913	en:engineered ≈ fr:haines jeun ides ~ fr:haines est ≈ en:invest ~ en:investing ≈ fr:nouées teigne ~ fr:estimées
engineered	certain	4	0.921	en:engineered ≈ fr:haines jeun ides ~ fr:sait haine ≈ en:certain ~ fr:certain
engineered	investie	4	0.913	en:engineered ≈ fr:haines jeun ides ~ fr:haines est ≈ en:invest ~ fr:investie
enjoyed	choisir	3	0.878	en:enjoyed ~ en:enjoys ≈ fr:haines chose ~ fr:choisir
enjoyed	chose	3	0.876	en:enjoyed ~ en:enjoys ≈ fr:haines chose ~ fr:chose
enjoyed	choisie	3	0.876	en:enjoyed ~ en:enjoys ≈ fr:haines chose ~ fr:choisie
enjoys	hot	6	0.938	en:enjoys ~ en:enjoyed ≈ fr:haines chaude ~ fr:chaude ≈ en:should ~ en:ought ≈ fr:hot
enjoys	mature	5	0.943	en:enjoys ~ en:enjoyed ≈ fr:haines chaude ~ fr:met chaud ≈ en:mature ~ fr:mature
enjoys	maturité	5	0.933	en:enjoys ~ en:enjoyed ≈ fr:haines chaude ~ fr:met chaud ≈ en:mature = fr:maturité
enter	routes	6	0.919	en:enter ~ en:enters ≈ fr:aident aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:routes
enter	route	6	0.919	en:enter ~ en:enters ≈ fr:aident aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:route
enter	routine	6	0.916	en:enter ~ en:enters ≈ fr:aident aise ~ fr:ruent aise ≈ en:rooters ~ en:rooting ≈ fr:routine
entered	routes	6	0.919	en:entered ~ en:enters ≈ fr:aident aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:routes
entered	route	6	0.919	en:entered ~ en:enters ≈ fr:aident aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:route
entered	routine	6	0.916	en:entered ~ en:enters ≈ fr:aident aise ~ fr:ruent aise ≈ en:rooters ~ en:rooting ≈ fr:routine
enters	routes	6	0.918	en:enters ≈ fr:aident aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:route ~ fr:routes
enters	route	6	0.918	en:enters ≈ fr:aident aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:routes ~ fr:route
enters	teste	6	0.914	en:enters ≈ fr:aident aise ~ fr:dis aise ≈ en:disses ~ en:dissed ≈ fr:test ~ fr:teste
entities	test	6	0.950	en:entities ≈ fr:aident dix ~ fr:taies dix ≈ en:testes ~ fr:testes ≈ en:test ~ fr:test
entities	teste	6	0.949	en:entities ≈ fr:aident dix ~ fr:taies dix ≈ en:testes ~ fr:testes ≈ en:test ~ fr:teste
entities	thèses	6	0.914	en:entities ≈ fr:aident dix ~ fr:taies dix ≈ en:testis ~ en:testers ≈ fr:taies thèse ~ fr:thèses
entries	routes	6	0.903	en:entries ~ en:enters ≈ fr:aident aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:routes
entries	route	6	0.903	en:entries ~ en:enters ≈ fr:aident aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:route
entries	routine	6	0.899	en:entries ~ en:enters ≈ fr:aident aise ~ fr:ruent aise ≈ en:rooters ~ en:rooting ≈ fr:routine
entry	het	6	0.917	en:entry ≈ fr:haines tri ~ fr:haines taule ≈ en:install ~ fr:installer ≈ en:it olla ~ fr:het
entry	routes	6	0.913	en:entry ~ en:enters ≈ fr:aident aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:routes
entry	route	6	0.913	en:entry ~ en:enters ≈ fr:aident aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:route
envy	film	4	0.964	en:envy ≈ fr:haines vies ~ fr:mous vies ≈ en:movie = fr:film
envy	cinématographique	4	0.960	en:envy ≈ fr:haines vies ~ fr:mous vies ≈ en:movie ~ fr:cinématographique
envy	cinématographiques	4	0.959	en:envy ≈ fr:haines vies ~ fr:mous vies ≈ en:movie ~ fr:cinématographiques
epoch	erreur	5	0.954	en:epoch ~ fr:ère ≈ en:air ~ fr:air ≈ en:error = fr:erreur
epoch	erreurs	5	0.954	en:epoch ~ fr:ère ≈ en:air ~ fr:air ≈ en:error = fr:erreurs
epoch	héritier	5	0.954	en:epoch ~ fr:ère ≈ en:air ~ fr:air ≈ en:heir = fr:héritier
erected	qua	6	0.933	en:erected ≈ fr:irriguent aide ~ fr:défient aide ≈ en:defeated ~ en:defeat ≈ fr:dit hit ~ fr:qua
erected	hier	6	0.933	en:erected ≈ fr:irriguent aide ~ fr:défient aide ≈ en:defeated ~ en:defeat ≈ fr:dit hit ~ fr:hier
erected	ici	6	0.933	en:erected ≈ fr:irriguent aide ~ fr:défient aide ≈ en:defeated ~ en:defeat ≈ fr:dit hit ~ fr:ici
error	epoque	4	0.990	en:error ≈ fr:air ~ en:air ≈ fr:ère ~ fr:epoque
error	amas	4	0.988	en:error ≈ fr:air ~ en:air ≈ fr:aires ~ fr:amas
error	étui	4	0.988	en:error ≈ fr:air ~ en:air ≈ fr:aires ~ fr:étui
escheat	chaussure	5	0.955	en:escheat ~ en:eschew ≈ fr:hissent chou ~ fr:chou ≈ en:shoe = fr:chaussure
escheat	soulier	5	0.955	en:escheat ~ en:eschew ≈ fr:hissent chou ~ fr:chou ≈ en:shoe = fr:soulier
escheat	chou	3	0.942	en:escheat ~ en:eschew ≈ fr:hissent chou ~ fr:chou
eschew	chaussure	4	0.955	en:eschew ≈ fr:hissent chou ~ fr:chou ≈ en:shoe = fr:chaussure
eschew	soulier	4	0.955	en:eschew ≈ fr:hissent chou ~ fr:chou ≈ en:shoe = fr:soulier
eschew	égaré	3	0.947	en:eschew ~ en:escheat ≈ fr:égide ~ fr:égaré
escort	escort	2	0.945	en:escort ≈ fr:escorte ~ fr:escort
escort	escorté	2	0.940	en:escort ≈ fr:escorte ~ fr:escorté
essentially	coude	6	0.928	en:essentially ~ en:basically ≈ fr:pays clé ~ fr:country ≈ en:cooed rhea ~ en:cooed ≈ fr:coude
essentially	coudes	6	0.928	en:essentially ~ en:basically ≈ fr:pays clé ~ fr:country ≈ en:cooed rhea ~ en:cooed ≈ fr:coudes
essentially	khan omis	5	0.932	en:essentially ~ en:basically ≈ fr:pays clé ~ en:country ≈ fr:khan tri ~ fr:khan omis
esteem	émettant	2	0.983	en:esteem ≈ fr:estiment ~ fr:émettant
esteem	énervant	2	0.982	en:esteem ≈ fr:estiment ~ fr:énervant
esteem	agréé	2	0.981	en:esteem ≈ fr:estiment ~ fr:agréé
estimated	pari	6	0.934	en:estimated ≈ fr:estimait aide ~ fr:aident aide ≈ en:entered ~ en:enter ≈ fr:ensi ~ fr:pari
estimated	aides aise	6	0.932	en:estimated ≈ fr:estimait aide ~ fr:aident aide ≈ en:entered ~ en:enters ≈ fr:aident aise ~ fr:aides aise
estimated	première	6	0.930	en:estimated ≈ fr:estimait aide ~ fr:aident aide ≈ en:entered ~ en:enter ≈ fr:ensi ~ fr:première
et	matières	3	0.975	en:et ~ en:en ≈ fr:aine ~ fr:matières
et	aine	2	0.994	en:et ~ en:en ≈ fr:aine
et	n	2	0.994	en:et ~ en:en ≈ fr:n
ethnicity	épicé	3	0.955	en:ethnicity ~ fr:ethniques ≈ en:en eek ~ fr:épicé
ethnicity	annie	3	0.953	en:ethnicity ~ fr:ethniques ≈ en:en eek ~ fr:annie
eve	ever	3	0.983	en:eve = fr:ève ≈ en:ever ~ fr:ever
eve	jamais	3	0.967	en:eve = fr:ève ≈ en:ever = fr:jamais
eve	ive	2	0.951	en:eve ≈ fr:ives ~ fr:ive
ever	émise	2	0.986	en:ever ≈ fr:ève ~ fr:émise
exam	apparut	2	0.930	en:exam ≈ fr:exhibe ~ fr:apparut
exam	apparu	2	0.929	en:exam ≈ fr:exhibe ~ fr:apparu
exam	assistée	2	0.929	en:exam ≈ fr:exhibe ~ fr:assistée
examination	apparut	4	0.894	en:examination ≈ fr:examen échine ~ en:exam ≈ fr:exhibe ~ fr:apparut
examination	apparu	4	0.894	en:examination ≈ fr:examen échine ~ en:exam ≈ fr:exhibe ~ fr:apparu
examination	assistée	4	0.894	en:examination ≈ fr:examen échine ~ en:exam ≈ fr:exhibe ~ fr:assistée
excel	excision	4	0.921	en:excel ≈ fr:ex aile ~ en:exes ≈ fr:excise ~ fr:excision
excel	excréments	4	0.909	en:excel ≈ fr:ex aile ~ en:exes ≈ fr:excise ~ fr:excréments
excel	exp	2	0.913	en:excel ≈ fr:ex aile ~ fr:exp
except	excepté	2	0.993	en:except ≈ fr:excepte ~ fr:excepté
exchanges	sain digne	6	0.911	en:exchanges ≈ fr:axent chaînes chaise ~ fr:coincent chaîne ≈ en:question ~ fr:question ≈ en:get your ~ fr:sain digne
exchanges	question	4	0.931	en:exchanges ≈ fr:axent chaînes chaise ~ fr:coincent chaîne ≈ en:question ~ fr:question
excluded	exclues	3	0.942	en:excluded ~ en:excluding ≈ fr:exclus in ~ fr:exclues
excluded	exclus	3	0.940	en:excluded ~ en:excluding ≈ fr:exclus in ~ fr:exclus
excluded	exclut	3	0.939	en:excluded ~ en:excluding ≈ fr:exclus in ~ fr:exclut
exclusion	exclues	4	0.880	en:exclusion ≈ fr:exclus haine ~ en:excluding ≈ fr:exclus in ~ fr:exclues
exclusion	exclus	4	0.878	en:exclusion ≈ fr:exclus haine ~ en:excluding ≈ fr:exclus in ~ fr:exclus
exclusion	exclut	4	0.877	en:exclusion ≈ fr:exclus haine ~ en:excluding ≈ fr:exclus in ~ fr:exclut
exclusively	flux	2	0.829	en:exclusively ≈ fr:exclus flux ~ fr:flux
exercises	excès	2	0.934	en:exercises ≈ fr:excès assise ~ fr:excès
exercises	abcès	2	0.909	en:exercises ≈ fr:excès assise ~ fr:abcès
exercises	excessifs	2	0.888	en:exercises ≈ fr:excès assise ~ fr:excessifs
exes	excision	2	0.916	en:exes ≈ fr:excise ~ fr:excision
exes	excréments	2	0.891	en:exes ≈ fr:excise ~ fr:excréments
exhibited	mètre	6	0.924	en:exhibited ≈ fr:exhibent aide ~ fr:met aide ≈ en:method ~ fr:méthode ≈ en:metered ~ fr:mètre
exhibited	sourde	5	0.913	en:exhibited ≈ fr:exhibent aide ~ fr:fait aide ≈ en:fitted ~ en:suited ≈ fr:sourde
exhibited	goûté	4	0.952	en:exhibited ≈ fr:exhibent aide ~ fr:tissent aide ≈ en:tasted = fr:goûté
exhort	semestre	6	0.939	en:exhort ≈ fr:exode = en:exodus ≈ fr:excès os ~ fr:sommets tes ≈ en:semester = fr:semestre
exhort	sommets tes	4	0.930	en:exhort ≈ fr:exode = en:exodus ≈ fr:excès os ~ fr:sommets tes
exhort	dépasse	4	0.929	en:exhort ≈ fr:exode = en:exodus ≈ fr:excès os ~ fr:dépasse
existed	existant	4	0.885	en:existed ≈ fr:exit aide ~ en:exit art ≈ fr:existantes ~ fr:existant
existed	actuels	4	0.872	en:existed ≈ fr:exit aide ~ en:exit art ≈ fr:existantes ~ fr:actuels
existed	existence	3	0.875	en:existed ≈ fr:exit aide ~ en:exit arse ≈ fr:existence
exit art	existence	5	0.892	en:exit art ≈ fr:existantes ~ en:existed ≈ fr:exit aide ~ en:exit arse ≈ fr:existence
exit art	exit aide	3	0.926	en:exit art ≈ fr:existantes ~ en:existed ≈ fr:exit aide
exit art	existant	2	0.942	en:exit art ≈ fr:existantes ~ fr:existant
exodus	semestre	4	0.927	en:exodus ≈ fr:excès os ~ fr:sommets tes ≈ en:semester = fr:semestre
exodus	exhorte	3	0.972	en:exodus = fr:exode ≈ en:exhort ~ fr:exhorte
exodus	sommets tes	2	0.897	en:exodus ≈ fr:excès os ~ fr:sommets tes
exon	semestre	6	0.932	en:exon ≈ fr:exode = en:exodus ≈ fr:excès os ~ fr:sommets tes ≈ en:semester = fr:semestre
exon	sommets tes	4	0.919	en:exon ≈ fr:exode = en:exodus ≈ fr:excès os ~ fr:sommets tes
exon	dépasse	4	0.918	en:exon ≈ fr:exode = en:exodus ≈ fr:excès os ~ fr:dépasse
exotic	exactement	2	0.954	en:exotic ≈ fr:exact hic ~ fr:exactement
exotic	précisément	2	0.948	en:exotic ≈ fr:exact hic ~ fr:précisément
explore	explorer	3	0.906	en:explore ~ en:explored ≈ fr:explorent ~ fr:explorer
explore	explore	3	0.905	en:explore ~ en:explored ≈ fr:explorent ~ fr:explore
explorer	explore	3	0.969	en:explorer ~ fr:explorent ≈ en:explore ~ fr:explore
explorer	explorer	3	0.952	en:explorer ~ fr:explorent ≈ en:explore = fr:explorer
explorer	découvrir	3	0.952	en:explorer ~ fr:explorent ≈ en:explore = fr:découvrir
expose	exposer	2	0.910	en:expose ≈ fr:exposent ~ fr:exposer
expose	exposant	2	0.828	en:expose ≈ fr:exposent ~ fr:exposant
express	express	2	0.971	en:express ≈ fr:expresse ~ fr:express
expressing	chute	6	0.924	en:expressing ≈ fr:exprès in ~ fr:justifie ≈ en:shoot iffy ~ fr:shoot ≈ en:chute ~ fr:chute
expressing	shoot	6	0.921	en:expressing ≈ fr:exprès in ~ fr:justifie ≈ en:shoot iffy ~ fr:shoote ≈ en:shoot ~ fr:shoot
expressing	disparues	6	0.919	en:expressing ≈ fr:exprès in ~ fr:justifie ≈ en:shoot iffy ~ en:shoot ≈ fr:shootes ~ fr:disparues
extending	lynx	6	0.940	en:extending ~ en:extended ≈ fr:axent haines aide ~ fr:laids haine ≈ en:lesson ~ en:leks ≈ fr:lynx
