en	fr	score	tier	gold_en	gold_fr	src_tier
exciting	excitées	0.572	PASS	excite	excité	EXPANSION
excites	excitée	0.618	PASS	excite	excité	EXPANSION
excites	excités	0.618	PASS	excite	excité	EXPANSION
excites	excitées	0.618	PASS	excite	excité	EXPANSION
excite	excitante	0.696	PASS	excite	excitant	EXPANSION
excite	excitants	0.650	PASS	excite	excitant	EXPANSION
excite	excitantes	0.696	PASS	excite	excitant	EXPANSION
excited	excitante	0.594	PASS	excite	excitant	EXPANSION
excited	excitants	0.610	PASS	excite	excitant	EXPANSION
excited	excitantes	0.594	PASS	excite	excitant	EXPANSION
exciting	excitante	0.580	PASS	excite	excitant	EXPANSION
exciting	excitants	0.602	PASS	excite	excitant	EXPANSION
exciting	excitantes	0.580	PASS	excite	excitant	EXPANSION
excites	excitante	0.617	PASS	excite	excitant	EXPANSION
excites	excitants	0.618	PASS	excite	excitant	EXPANSION
excites	excitantes	0.617	PASS	excite	excitant	EXPANSION
excited	excitaient	0.610	PASS	excited	exciter	EXPANSION
exciting	excitaient	0.579	PASS	excited	exciter	EXPANSION
excite	excitaient	0.650	PASS	excited	exciter	EXPANSION
excites	excitaient	0.618	PASS	excited	exciter	EXPANSION
excuses	excusée	0.674	PASS	excuses	excuser	EXPANSION
excuses	excusons	0.674	PASS	excuses	excuser	EXPANSION
excuses	excusera	0.644	PASS	excuses	excuser	EXPANSION
excuses	excusés	0.674	PASS	excuses	excuser	EXPANSION
excuses	excuseras	0.644	PASS	excuses	excuser	EXPANSION
excuse	excusée	0.699	PASS	excuses	excuser	EXPANSION
excuse	excusons	0.699	PASS	excuses	excuser	EXPANSION
excuse	excusera	0.667	PASS	excuses	excuser	EXPANSION
excuse	excusés	0.699	PASS	excuses	excuser	EXPANSION
excuse	excuseras	0.667	PASS	excuses	excuser	EXPANSION
excused	excusée	0.667	PASS	excuses	excuser	EXPANSION
excused	excusons	0.671	PASS	excuses	excuser	EXPANSION
excused	excusera	0.638	PASS	excuses	excuser	EXPANSION
excused	excusés	0.667	PASS	excuses	excuser	EXPANSION
excused	excuseras	0.638	PASS	excuses	excuser	EXPANSION
excusing	excusée	0.664	PASS	excuses	excuser	EXPANSION
excusing	excusons	0.672	PASS	excuses	excuser	EXPANSION
excusing	excusera	0.625	PASS	excuses	excuser	EXPANSION
excusing	excusés	0.664	PASS	excuses	excuser	EXPANSION
excusing	excuseras	0.625	PASS	excuses	excuser	EXPANSION
excuses	excusées	0.674	PASS	excuses	excusé	EXPANSION
excuse	excusées	0.699	PASS	excuses	excusé	EXPANSION
excused	excusées	0.667	PASS	excuses	excusé	EXPANSION
excusing	excusées	0.664	PASS	excuses	excusé	EXPANSION
exil	exilaient	0.687	PASS	exil	exiler	EXPANSION
exile	exilaient	0.650	PASS	exile	exiler	EXPANSION
exiled	exilaient	0.611	PASS	exile	exiler	EXPANSION
exiles	exilaient	0.611	PASS	exile	exiler	EXPANSION
exiling	exilaient	0.624	PASS	exile	exiler	EXPANSION
falcone	falcone	0.757	STRICT	falcone	falconer	EXPANSION
fatigue	fatiguée	0.683	PASS	fatigue	fatigué	EXPANSION
fatigue	fatigués	0.683	PASS	fatigue	fatigué	EXPANSION
fatigue	fatiguées	0.683	PASS	fatigue	fatigué	EXPANSION
fatigued	fatiguée	0.637	PASS	fatigue	fatigué	EXPANSION
fatigued	fatigués	0.637	PASS	fatigue	fatigué	EXPANSION
fatigued	fatiguées	0.637	PASS	fatigue	fatigué	EXPANSION
fatigues	fatiguée	0.637	PASS	fatigue	fatigué	EXPANSION
fatigues	fatigués	0.637	PASS	fatigue	fatigué	EXPANSION
fatigues	fatiguées	0.637	PASS	fatigue	fatigué	EXPANSION
fatiguing	fatiguée	0.642	PASS	fatigue	fatigué	EXPANSION
fatiguing	fatigués	0.642	PASS	fatigue	fatigué	EXPANSION
fatiguing	fatiguées	0.642	PASS	fatigue	fatigué	EXPANSION
fatigue	fatiguera	0.644	PASS	fatigue	fatiguer	EXPANSION
fatigue	fatiguerait	0.644	PASS	fatigue	fatiguer	EXPANSION
fatigued	fatiguera	0.617	PASS	fatigue	fatiguer	EXPANSION
fatigued	fatiguerait	0.617	PASS	fatigue	fatiguer	EXPANSION
fatigues	fatiguera	0.617	PASS	fatigue	fatiguer	EXPANSION
fatigues	fatiguerait	0.617	PASS	fatigue	fatiguer	EXPANSION
fatiguing	fatiguera	0.596	PASS	fatigue	fatiguer	EXPANSION
fatiguing	fatiguerait	0.618	PASS	fatigue	fatiguer	EXPANSION
fax	fax	0.785	STRICT	faxed	fax	EXPANSION
fcs	fce	0.560	PASS	fcs	fc	EXPANSION
fcs	fcs	0.847	STRICT	fcs	fc	EXPANSION
fds	fda	0.456	PASS	fds	fd	EXPANSION
fds	fds	0.847	STRICT	fds	fd	EXPANSION
film	filmaient	0.630	PASS	film	filmer	EXPANSION
film	filmerait	0.574	PASS	film	filmer	EXPANSION
films	filmaient	0.579	PASS	film	filmer	EXPANSION
films	filmerait	0.550	PASS	film	filmer	EXPANSION
filming	filmaient	0.601	PASS	film	filmer	EXPANSION
filming	filmerait	0.556	PASS	film	filmer	EXPANSION
filmed	filmaient	0.579	PASS	film	filmer	EXPANSION
filmed	filmerait	0.550	PASS	film	filmer	EXPANSION
fist	fiston	0.630	PASS	fist	fistons	EXPANSION
fists	fiston	0.588	PASS	fist	fistons	EXPANSION
fix	fixera	0.588	PASS	fix	fixer	EXPANSION
fixed	fixera	0.551	PASS	fix	fixer	EXPANSION
fixing	fixera	0.542	PASS	fix	fixer	EXPANSION
fixes	fixera	0.561	PASS	fix	fixer	EXPANSION
fix	fix	0.787	STRICT	fixed	fix	EXPANSION
flac	flacon	0.628	PASS	flac	flacons	EXPANSION
flagstaff	flagstaff	0.763	STRICT	flagstaves	flagstaff	EXPANSION
flam	flamants	0.628	PASS	flam	flamant	EXPANSION
flaming	flaming	0.724	PASS	flame	flaming	EXPANSION
flatt	flattai	0.628	PASS	flatt	flatter	EXPANSION
flattery	flatterie	0.716	PASS	flattery	flatteries	EXPANSION
fleur	fleuron	0.604	PASS	fleur	fleurons	EXPANSION
flores	florent	0.739	PASS	flores	flore	EXPANSION
flores	flora	0.733	PASS	flores	flore	EXPANSION
flores	flores	0.788	STRICT	flores	flore	EXPANSION
floss	flo	0.657	PASS	floss	flos	EXPANSION
flossing	flo	0.593	PASS	floss	flos	EXPANSION
flossed	flo	0.606	PASS	floss	flos	EXPANSION
flosses	flo	0.606	PASS	floss	flos	EXPANSION
flute	flûtée	0.628	PASS	flute	flûté	EXPANSION
flute	flûtés	0.628	PASS	flute	flûté	EXPANSION
flutes	flûtée	0.587	PASS	flute	flûté	EXPANSION
flutes	flûtés	0.587	PASS	flute	flûté	EXPANSION
fluted	flûtée	0.577	PASS	flute	flûté	EXPANSION
fluted	flûtés	0.577	PASS	flute	flûté	EXPANSION
fluting	flûtée	0.530	PASS	flute	flûté	EXPANSION
fluting	flûtés	0.530	PASS	flute	flûté	EXPANSION
force	forcée	0.630	PASS	force	forcé	EXPANSION
force	forcés	0.630	PASS	force	forcé	EXPANSION
force	forcées	0.630	PASS	force	forcé	EXPANSION
forces	forcée	0.579	PASS	force	forcé	EXPANSION
forces	forcés	0.579	PASS	force	forcé	EXPANSION
forces	forcées	0.579	PASS	force	forcé	EXPANSION
forced	forcée	0.588	PASS	force	forcé	EXPANSION
forced	forcés	0.588	PASS	force	forcé	EXPANSION
forced	forcées	0.588	PASS	force	forcé	EXPANSION
forcing	forcée	0.591	PASS	force	forcé	EXPANSION
forcing	forcés	0.591	PASS	force	forcé	EXPANSION
forcing	forcées	0.591	PASS	force	forcé	EXPANSION
forestry	foresterie	0.764	STRICT	forestries	foresterie	EXPANSION
forge	forgée	0.680	PASS	forge	forgé	EXPANSION
forge	forgés	0.680	PASS	forge	forgé	EXPANSION
forge	forgées	0.680	PASS	forge	forgé	EXPANSION
forged	forgée	0.631	PASS	forge	forgé	EXPANSION
forged	forgés	0.631	PASS	forge	forgé	EXPANSION
forged	forgées	0.631	PASS	forge	forgé	EXPANSION
forging	forgée	0.637	PASS	forge	forgé	EXPANSION
forging	forgés	0.637	PASS	forge	forgé	EXPANSION
forging	forgées	0.637	PASS	forge	forgé	EXPANSION
forges	forgée	0.631	PASS	forge	forgé	EXPANSION
forges	forgés	0.631	PASS	forge	forgé	EXPANSION
forges	forgées	0.631	PASS	forge	forgé	EXPANSION
forged	forgerons	0.607	PASS	forged	forger	EXPANSION
forge	forgerons	0.624	PASS	forged	forger	EXPANSION
forging	forgerons	0.603	PASS	forged	forger	EXPANSION
forges	forgerons	0.599	PASS	forged	forger	EXPANSION
fortune	fortunés	0.675	PASS	fortune	fortuné	EXPANSION
fortune	fortunée	0.675	PASS	fortune	fortuné	EXPANSION
fortune	fortunées	0.675	PASS	fortune	fortuné	EXPANSION
fortunes	fortunés	0.638	PASS	fortune	fortuné	EXPANSION
fortunes	fortunée	0.638	PASS	fortune	fortuné	EXPANSION
fortunes	fortunées	0.638	PASS	fortune	fortuné	EXPANSION
fps	fps	0.847	STRICT	fps	fp	EXPANSION
fps	fpe	0.460	PASS	fps	fp	EXPANSION
freedman	freedman	0.757	STRICT	freedmen	freedman	EXPANSION
fresh	fraie	0.781	STRICT	fresh	frai	EXPANSION
fresh	fraient	0.781	STRICT	fresh	frai	EXPANSION
fresh	fraies	0.781	STRICT	fresh	frai	EXPANSION
fresher	fraie	0.781	STRICT	fresh	frai	EXPANSION
fresher	fraient	0.781	STRICT	fresh	frai	EXPANSION
fresher	fraies	0.781	STRICT	fresh	frai	EXPANSION
freshest	fraie	0.651	PASS	fresh	frai	EXPANSION
freshest	fraient	0.651	PASS	fresh	frai	EXPANSION
freshest	fraies	0.651	PASS	fresh	frai	EXPANSION
freshers	fraie	0.716	PASS	fresher	frai	EXPANSION
freshers	fraient	0.716	PASS	fresher	frai	EXPANSION
freshers	fraies	0.716	PASS	fresher	frai	EXPANSION
garde	gardée	0.634	PASS	garde	garder	EXPANSION
garde	gardera	0.577	PASS	garde	garder	EXPANSION
garde	gardés	0.634	PASS	garde	garder	EXPANSION
garde	gardons	0.634	PASS	garde	garder	EXPANSION
garde	gardées	0.634	PASS	garde	garder	EXPANSION
ginnings	gin	0.578	PASS	ginning	gin	EXPANSION
ginnings	gins	0.578	PASS	ginning	gin	EXPANSION
glitch	glitch	0.823	STRICT	glitches	glitch	EXPANSION
gracie	graciés	0.601	PASS	gracie	gracié	EXPANSION
gracie	graciée	0.601	PASS	gracie	gracié	EXPANSION
gracie	gracie	0.784	STRICT	gracie	gracier	EXPANSION
grad	grad	0.785	STRICT	grads	grad	EXPANSION
grasse	graissée	0.616	PASS	grasse	graisser	EXPANSION
grasse	graissés	0.616	PASS	grasse	graisser	EXPANSION
grasse	graissées	0.616	PASS	grasse	graisser	EXPANSION
grav	gravaient	0.628	PASS	grav	graver	EXPANSION
grease	graissée	0.616	PASS	grease	graissé	EXPANSION
grease	graissés	0.616	PASS	grease	graissé	EXPANSION
grease	graissées	0.616	PASS	grease	graissé	EXPANSION
greased	graissée	0.577	PASS	grease	graissé	EXPANSION
greased	graissés	0.577	PASS	grease	graissé	EXPANSION
greased	graissées	0.577	PASS	grease	graissé	EXPANSION
greasing	graissée	0.579	PASS	grease	graissé	EXPANSION
greasing	graissés	0.579	PASS	grease	graissé	EXPANSION
greasing	graissées	0.579	PASS	grease	graissé	EXPANSION
greases	graissée	0.565	PASS	grease	graissé	EXPANSION
greases	graissés	0.565	PASS	grease	graissé	EXPANSION
greases	graissées	0.565	PASS	grease	graissé	EXPANSION
greve	grevés	0.604	PASS	greve	grevé	EXPANSION
greve	grevée	0.604	PASS	greve	grevé	EXPANSION
greve	greve	0.755	STRICT	greve	grever	EXPANSION
griff	griffon	0.630	PASS	griff	griffons	EXPANSION
griff	griffais	0.630	PASS	griff	griffai	EXPANSION
griffiths	griffiths	0.724	PASS	griffiths	griffith	EXPANSION
grip	grip	0.787	STRICT	grips	grip	EXPANSION
grossi	grossiers	0.692	PASS	grossi	grossier	EXPANSION
grub	grub	0.781	STRICT	grubs	grub	EXPANSION
guard	gardée	0.634	PASS	guard	garder	EXPANSION
guard	gardera	0.577	PASS	guard	garder	EXPANSION
guard	gardés	0.634	PASS	guard	garder	EXPANSION
guard	gardons	0.634	PASS	guard	garder	EXPANSION
guard	gardées	0.634	PASS	guard	garder	EXPANSION
guards	gardée	0.583	PASS	guard	garder	EXPANSION
guards	gardera	0.553	PASS	guard	garder	EXPANSION
guards	gardés	0.583	PASS	guard	garder	EXPANSION
guards	gardons	0.592	PASS	guard	garder	EXPANSION
guards	gardées	0.583	PASS	guard	garder	EXPANSION
guarded	gardée	0.583	PASS	guard	garder	EXPANSION
guarded	gardera	0.553	PASS	guard	garder	EXPANSION
guarded	gardés	0.583	PASS	guard	garder	EXPANSION
guarded	gardons	0.607	PASS	guard	garder	EXPANSION
guarded	gardées	0.583	PASS	guard	garder	EXPANSION
guarding	gardée	0.594	PASS	guard	garder	EXPANSION
guarding	gardera	0.529	PASS	guard	garder	EXPANSION
guarding	gardés	0.594	PASS	guard	garder	EXPANSION
guarding	gardons	0.607	PASS	guard	garder	EXPANSION
guarding	gardées	0.594	PASS	guard	garder	EXPANSION
gulf	gulf	0.770	STRICT	gulfs	gulf	EXPANSION
guy	gars	0.786	STRICT	guy	gar	EXPANSION
guy	gare	0.680	PASS	guy	gar	EXPANSION
guy	gares	0.680	PASS	guy	gar	EXPANSION
guy	garant	0.617	PASS	guy	gar	EXPANSION
guy	garer	0.640	PASS	guy	gar	EXPANSION
guy	garé	0.640	PASS	guy	gar	EXPANSION
guy	garée	0.640	PASS	guy	gar	EXPANSION
guy	garés	0.640	PASS	guy	gar	EXPANSION
guy	garées	0.640	PASS	guy	gar	EXPANSION
guy	gara	0.617	PASS	guy	gar	EXPANSION
guy	garent	0.680	PASS	guy	gar	EXPANSION
guy	garez	0.640	PASS	guy	gar	EXPANSION
guys	gare	0.633	PASS	guy	gar	EXPANSION
guys	gares	0.633	PASS	guy	gar	EXPANSION
guys	garant	0.586	PASS	guy	gar	EXPANSION
guys	garer	0.592	PASS	guy	gar	EXPANSION
guys	garé	0.592	PASS	guy	gar	EXPANSION
guys	garée	0.592	PASS	guy	gar	EXPANSION
guys	garés	0.592	PASS	guy	gar	EXPANSION
guys	garées	0.592	PASS	guy	gar	EXPANSION
guys	gara	0.586	PASS	guy	gar	EXPANSION
guys	garent	0.633	PASS	guy	gar	EXPANSION
guys	garez	0.592	PASS	guy	gar	EXPANSION
guyed	gare	0.633	PASS	guy	gar	EXPANSION
guyed	gares	0.633	PASS	guy	gar	EXPANSION
guyed	garant	0.592	PASS	guy	gar	EXPANSION
guyed	garer	0.592	PASS	guy	gar	EXPANSION
guyed	garé	0.592	PASS	guy	gar	EXPANSION
guyed	garée	0.592	PASS	guy	gar	EXPANSION
guyed	garés	0.592	PASS	guy	gar	EXPANSION
guyed	garées	0.592	PASS	guy	gar	EXPANSION
guyed	gara	0.586	PASS	guy	gar	EXPANSION
guyed	garent	0.633	PASS	guy	gar	EXPANSION
guyed	garez	0.592	PASS	guy	gar	EXPANSION
guying	gare	0.592	PASS	guy	gar	EXPANSION
guying	gares	0.592	PASS	guy	gar	EXPANSION
guying	garant	0.571	PASS	guy	gar	EXPANSION
guying	garer	0.574	PASS	guy	gar	EXPANSION
guying	garé	0.574	PASS	guy	gar	EXPANSION
guying	garée	0.574	PASS	guy	gar	EXPANSION
guying	garés	0.574	PASS	guy	gar	EXPANSION
guying	garées	0.574	PASS	guy	gar	EXPANSION
guying	gara	0.550	PASS	guy	gar	EXPANSION
guying	garent	0.592	PASS	guy	gar	EXPANSION
guying	garez	0.574	PASS	guy	gar	EXPANSION
hex	hex	0.818	STRICT	hexes	hex	EXPANSION
horn	cornée	0.604	PASS	horn	corner	EXPANSION
horn	corners	0.604	PASS	horn	corner	EXPANSION
horn	cornées	0.604	PASS	horn	corner	EXPANSION
horn	cornés	0.604	PASS	horn	corner	EXPANSION
horn	cornaient	0.604	PASS	horn	corner	EXPANSION
horns	cornée	0.554	PASS	horn	corner	EXPANSION
horns	corners	0.554	PASS	horn	corner	EXPANSION
horns	cornées	0.554	PASS	horn	corner	EXPANSION
horns	cornés	0.554	PASS	horn	corner	EXPANSION
horns	cornaient	0.554	PASS	horn	corner	EXPANSION
horned	cornée	0.554	PASS	horn	corner	EXPANSION
horned	corners	0.554	PASS	horn	corner	EXPANSION
horned	cornées	0.554	PASS	horn	corner	EXPANSION
horned	cornés	0.554	PASS	horn	corner	EXPANSION
horned	cornaient	0.554	PASS	horn	corner	EXPANSION
horning	cornée	0.569	PASS	horn	corner	EXPANSION
horning	corners	0.569	PASS	horn	corner	EXPANSION
horning	cornées	0.569	PASS	horn	corner	EXPANSION
horning	cornés	0.569	PASS	horn	corner	EXPANSION
horning	cornaient	0.579	PASS	horn	corner	EXPANSION
horn	cornas	0.604	PASS	horn	corna	EXPANSION
horns	cornas	0.567	PASS	horn	corna	EXPANSION
horned	cornas	0.567	PASS	horn	corna	EXPANSION
horning	cornas	0.549	PASS	horn	corna	EXPANSION
ibex	ibex	0.772	STRICT	ibexes	ibex	EXPANSION
index	index	0.798	STRICT	indexed	index	EXPANSION
indexings	index	0.628	PASS	indexing	index	EXPANSION
indexings	indexé	0.610	PASS	indexing	index	EXPANSION
indexings	indexés	0.610	PASS	indexing	index	EXPANSION
indexings	indexer	0.610	PASS	indexing	index	EXPANSION
indexings	indexée	0.610	PASS	indexing	index	EXPANSION
indexings	indexées	0.610	PASS	indexing	index	EXPANSION
indexings	indexe	0.628	PASS	indexing	index	EXPANSION
inject	injectés	0.640	PASS	inject	injecté	EXPANSION
inject	injectée	0.640	PASS	inject	injecté	EXPANSION
inject	injectées	0.640	PASS	inject	injecté	EXPANSION
injected	injectés	0.605	PASS	inject	injecté	EXPANSION
injected	injectée	0.605	PASS	inject	injecté	EXPANSION
injected	injectées	0.605	PASS	inject	injecté	EXPANSION
injecting	injectés	0.610	PASS	inject	injecté	EXPANSION
injecting	injectée	0.610	PASS	inject	injecté	EXPANSION
injecting	injectées	0.610	PASS	inject	injecté	EXPANSION
injects	injectés	0.611	PASS	inject	injecté	EXPANSION
injects	injectée	0.611	PASS	inject	injecté	EXPANSION
injects	injectées	0.611	PASS	inject	injecté	EXPANSION
injected	injectera	0.580	PASS	injected	injecter	EXPANSION
injected	injectaient	0.605	PASS	injected	injecter	EXPANSION
inject	injectera	0.599	PASS	injected	injecter	EXPANSION
inject	injectaient	0.640	PASS	injected	injecter	EXPANSION
injecting	injectera	0.561	PASS	injected	injecter	EXPANSION
injecting	injectaient	0.617	PASS	injected	injecter	EXPANSION
injects	injectera	0.574	PASS	injected	injecter	EXPANSION
injects	injectaient	0.611	PASS	injected	injecter	EXPANSION
intrigue	intriguée	0.676	PASS	intrigue	intrigué	EXPANSION
intrigue	intrigués	0.676	PASS	intrigue	intrigué	EXPANSION
intriguing	intriguée	0.639	PASS	intrigue	intrigué	EXPANSION
intriguing	intrigués	0.639	PASS	intrigue	intrigué	EXPANSION
intrigued	intriguée	0.636	PASS	intrigue	intrigué	EXPANSION
intrigued	intrigués	0.636	PASS	intrigue	intrigué	EXPANSION
intrigues	intriguée	0.636	PASS	intrigue	intrigué	EXPANSION
intrigues	intrigués	0.636	PASS	intrigue	intrigué	EXPANSION
intrigue	intriguaient	0.676	PASS	intrigue	intriguer	EXPANSION
intriguing	intriguaient	0.646	PASS	intrigue	intriguer	EXPANSION
intrigued	intriguaient	0.636	PASS	intrigue	intriguer	EXPANSION
intrigues	intriguaient	0.636	PASS	intrigue	intriguer	EXPANSION
iri	iri	0.811	STRICT	iri	iris	EXPANSION
iri	irisé	0.597	PASS	iri	iris	EXPANSION
iri	irisées	0.597	PASS	iri	iris	EXPANSION
iri	irisée	0.597	PASS	iri	iris	EXPANSION
iri	irisés	0.597	PASS	iri	iris	EXPANSION
iri	irise	0.640	PASS	iri	iris	EXPANSION
iri	irisaient	0.597	PASS	iri	iris	EXPANSION
iri	iriser	0.597	PASS	iri	iris	EXPANSION
iri	irisait	0.597	PASS	iri	iris	EXPANSION
iri	irisent	0.640	PASS	iri	iris	EXPANSION
jardine	jardine	0.732	PASS	jardine	jardiner	EXPANSION
jett	jettera	0.577	PASS	jett	jetter	EXPANSION
jett	jetterai	0.577	PASS	jett	jetter	EXPANSION
jett	jetterait	0.577	PASS	jett	jetter	EXPANSION
jett	jetteraient	0.577	PASS	jett	jetter	EXPANSION
jett	jetterons	0.577	PASS	jett	jetter	EXPANSION
jett	jetteras	0.577	PASS	jett	jetter	EXPANSION
jette	jettera	0.577	PASS	jette	jetter	EXPANSION
jette	jetterai	0.577	PASS	jette	jetter	EXPANSION
jette	jetterait	0.577	PASS	jette	jetter	EXPANSION
jette	jetteraient	0.577	PASS	jette	jetter	EXPANSION
jette	jetterons	0.577	PASS	jette	jetter	EXPANSION
jette	jetteras	0.577	PASS	jette	jetter	EXPANSION
krauss	krauss	0.787	STRICT	krauss	kraus	EXPANSION
krauss	krause	0.673	PASS	krauss	kraus	EXPANSION
kriss	kriss	0.787	STRICT	kriss	kris	EXPANSION
lcs	lcs	0.847	STRICT	lcs	lc	EXPANSION
lds	lda	0.456	PASS	lds	ld	EXPANSION
lds	lds	0.847	STRICT	lds	ld	EXPANSION
letter	lettrés	0.616	PASS	letter	lettré	EXPANSION
letter	lettrée	0.616	PASS	letter	lettré	EXPANSION
letters	lettrés	0.562	PASS	letter	lettré	EXPANSION
letters	lettrée	0.562	PASS	letter	lettré	EXPANSION
lettering	lettrés	0.539	PASS	letter	lettré	EXPANSION
lettering	lettrée	0.539	PASS	letter	lettré	EXPANSION
lettered	lettrés	0.562	PASS	letter	lettré	EXPANSION
lettered	lettrée	0.562	PASS	letter	lettré	EXPANSION
libelle	libellés	0.650	PASS	libelle	libellé	EXPANSION
libelle	libellée	0.650	PASS	libelle	libellé	EXPANSION
libelle	libellées	0.650	PASS	libelle	libellé	EXPANSION
lignes	lignes	0.743	PASS	lignes	ligne	EXPANSION
lignes	ligné	0.680	PASS	lignes	ligne	EXPANSION
lignes	ligner	0.680	PASS	lignes	ligne	EXPANSION
lisp	lisp	0.787	STRICT	lisping	lisp	EXPANSION
list	listés	0.630	PASS	list	lister	EXPANSION
list	listées	0.630	PASS	list	lister	EXPANSION
list	listée	0.630	PASS	list	lister	EXPANSION
listed	listés	0.579	PASS	list	lister	EXPANSION
listed	listées	0.579	PASS	list	lister	EXPANSION
listed	listée	0.579	PASS	list	lister	EXPANSION
lists	listés	0.588	PASS	list	lister	EXPANSION
lists	listées	0.588	PASS	list	lister	EXPANSION
lists	listée	0.588	PASS	list	lister	EXPANSION
listing	listés	0.591	PASS	list	lister	EXPANSION
listing	listées	0.591	PASS	list	lister	EXPANSION
listing	listée	0.591	PASS	list	lister	EXPANSION
listings	liste	0.578	PASS	listing	liste	EXPANSION
listings	listes	0.578	PASS	listing	liste	EXPANSION
listings	lister	0.559	PASS	listing	liste	EXPANSION
listings	listé	0.559	PASS	listing	liste	EXPANSION
listings	listant	0.557	PASS	listing	liste	EXPANSION
listings	lista	0.542	PASS	listing	liste	EXPANSION
listings	listent	0.578	PASS	listing	liste	EXPANSION
listings	listez	0.559	PASS	listing	liste	EXPANSION
lps	lps	0.847	STRICT	lps	lp	EXPANSION
lps	lpa	0.456	PASS	lps	lp	EXPANSION
lts	lte	0.460	PASS	lts	lt	EXPANSION
lts	lts	0.847	STRICT	lts	lt	EXPANSION
lts	ltée	0.478	PASS	lts	lt	EXPANSION
machine	machinés	0.676	PASS	machine	machiné	EXPANSION
machine	machinée	0.676	PASS	machine	machiné	EXPANSION
machine	machinées	0.676	PASS	machine	machiné	EXPANSION
machines	machinés	0.630	PASS	machine	machiné	EXPANSION
