en	fr	score	tier	gold_en	gold_fr	src_tier
spelled	sellés	0.562	PASS	spell	seller	EXPANSION
spelled	sellée	0.562	PASS	spell	seller	EXPANSION
spelled	sellées	0.562	PASS	spell	seller	EXPANSION
spelt	sellers	0.577	PASS	spell	seller	EXPANSION
spelt	sellés	0.577	PASS	spell	seller	EXPANSION
spelt	sellée	0.577	PASS	spell	seller	EXPANSION
spelt	sellées	0.577	PASS	spell	seller	EXPANSION
spellings	selle	0.568	PASS	spelling	selle	EXPANSION
spellings	selles	0.568	PASS	spelling	selle	EXPANSION
spellings	seller	0.547	PASS	spelling	selle	EXPANSION
spellings	sella	0.530	PASS	spelling	selle	EXPANSION
spellings	sellé	0.547	PASS	spelling	selle	EXPANSION
spellings	sellez	0.547	PASS	spelling	selle	EXPANSION
spellings	sellait	0.555	PASS	spelling	selle	EXPANSION
spelts	selle	0.577	PASS	spelt	selle	EXPANSION
spelts	selles	0.577	PASS	spelt	selle	EXPANSION
spelts	seller	0.547	PASS	spelt	selle	EXPANSION
spelts	sella	0.547	PASS	spelt	selle	EXPANSION
spelts	sellé	0.547	PASS	spelt	selle	EXPANSION
spelts	sellez	0.547	PASS	spelt	selle	EXPANSION
spelts	sellait	0.547	PASS	spelt	selle	EXPANSION
speller	pelléas	0.577	PASS	speller	pellé	EXPANSION
spellers	pelléas	0.532	PASS	speller	pellé	EXPANSION
start	sortant	0.562	PASS	start	sorte	EXPANSION
start	sortent	0.689	PASS	start	sorte	EXPANSION
start	sortes	0.689	PASS	start	sorte	EXPANSION
start	sortez	0.562	PASS	start	sorte	EXPANSION
start	sortait	0.562	PASS	start	sorte	EXPANSION
started	sortant	0.457	PASS	start	sorte	EXPANSION
started	sortent	0.469	PASS	start	sorte	EXPANSION
starting	sortant	0.463	PASS	start	sorte	EXPANSION
starts	sortant	0.534	PASS	start	sorte	EXPANSION
starts	sortent	0.562	PASS	start	sorte	EXPANSION
starts	sortez	0.534	PASS	start	sorte	EXPANSION
starts	sortait	0.534	PASS	start	sorte	EXPANSION
stated	stade	0.685	PASS	state	stade	EXPANSION
steppe	stoppée	0.616	PASS	steppe	stopper	EXPANSION
steppe	stoppés	0.616	PASS	steppe	stopper	EXPANSION
steppe	stoppées	0.616	PASS	steppe	stopper	EXPANSION
steppe	stoppaient	0.616	PASS	steppe	stopper	EXPANSION
steppes	stoppée	0.577	PASS	steppe	stopper	EXPANSION
steppes	stoppés	0.577	PASS	steppe	stopper	EXPANSION
steppes	stoppées	0.577	PASS	steppe	stopper	EXPANSION
steppes	stoppaient	0.577	PASS	steppe	stopper	EXPANSION
strictly	strict	0.691	PASS	strictly	stricts	EXPANSION
subtle	salles	0.628	PASS	subtle	salle	EXPANSION
subtle	salla	0.496	PASS	subtle	salle	EXPANSION
subtle	sallé	0.496	PASS	subtle	salle	EXPANSION
subtler	salla	0.504	PASS	subtle	salle	EXPANSION
subtler	sallé	0.504	PASS	subtle	salle	EXPANSION
suggested	semestre	0.638	PASS	suggested	semestres	EXPANSION
surround	round	0.632	PASS	surround	rounds	EXPANSION
surveys	savez	0.602	PASS	surveyed	savez	EXPANSION
sustain	ceci	0.654	PASS	sustained	ceci	EXPANSION
swift	cette	0.631	PASS	swifter	cette	EXPANSION
symphony	symphonie	0.653	PASS	symphony	symphonies	EXPANSION
table	table	0.625	PASS	table	tables	EXPANSION
take	té hic	0.787	STRICT	took	té hic	EXPANSION
takings	té hic	0.578	PASS	taking	té hic	EXPANSION
tee	dis	0.637	PASS	tee	di	EXPANSION
tee	die	0.637	PASS	tee	di	EXPANSION
tee	dies	0.637	PASS	tee	di	EXPANSION
tees	dix	0.460	PASS	tee	di	EXPANSION
telephone	tels	0.651	PASS	telephone	tel	EXPANSION
telephone	tele	0.484	PASS	telephone	tel	EXPANSION
telephones	tele	0.464	PASS	telephone	tel	EXPANSION
telephoned	tele	0.464	PASS	telephone	tel	EXPANSION
telephoning	tele	0.465	PASS	telephone	tel	EXPANSION
telescope	télescope	0.628	PASS	telescope	télescoper	EXPANSION
telescope	télescopées	0.606	PASS	telescope	télescoper	EXPANSION
telescope	télescopée	0.606	PASS	telescope	télescoper	EXPANSION
telescopes	télescopées	0.583	PASS	telescope	télescoper	EXPANSION
telescopes	télescopée	0.583	PASS	telescope	télescoper	EXPANSION
telescoping	télescopées	0.584	PASS	telescope	télescoper	EXPANSION
telescoping	télescopée	0.584	PASS	telescope	télescoper	EXPANSION
telescoped	télescopées	0.579	PASS	telescope	télescoper	EXPANSION
telescoped	télescopée	0.579	PASS	telescope	télescoper	EXPANSION
tend	tête	0.655	PASS	tend	têtes	EXPANSION
terrace	terrae	0.707	PASS	terrace	terra	EXPANSION
terrace	terras	0.683	PASS	terrace	terra	EXPANSION
terraces	terrae	0.660	PASS	terrace	terra	EXPANSION
terraces	terras	0.640	PASS	terrace	terra	EXPANSION
terraced	terrae	0.660	PASS	terrace	terra	EXPANSION
terraced	terras	0.640	PASS	terrace	terra	EXPANSION
terracing	terrae	0.645	PASS	terrace	terra	EXPANSION
terracing	terras	0.628	PASS	terrace	terra	EXPANSION
territories	terreau cerises	0.747	PASS	territory	terreau cerises	EXPANSION
ti	taxe	0.626	PASS	ti	tax	EXPANSION
ti	taxes	0.626	PASS	ti	tax	EXPANSION
ti	taxer	0.592	PASS	ti	tax	EXPANSION
ti	taxé	0.592	PASS	ti	tax	EXPANSION
ti	taxés	0.592	PASS	ti	tax	EXPANSION
ti	taxée	0.592	PASS	ti	tax	EXPANSION
ti	taxées	0.592	PASS	ti	tax	EXPANSION
ti	taxant	0.585	PASS	ti	tax	EXPANSION
ti	taxons	0.574	PASS	ti	tax	EXPANSION
ti	taxent	0.626	PASS	ti	tax	EXPANSION
ti	taxait	0.604	PASS	ti	tax	EXPANSION
ti	taxez	0.592	PASS	ti	tax	EXPANSION
trainings	traîne	0.569	PASS	training	traîne	EXPANSION
trainings	traîner	0.552	PASS	training	traîne	EXPANSION
trainings	traîné	0.552	PASS	training	traîne	EXPANSION
trainings	traînent	0.569	PASS	training	traîne	EXPANSION
trainings	traînait	0.560	PASS	training	traîne	EXPANSION
trainings	traînant	0.550	PASS	training	traîne	EXPANSION
trainings	traînes	0.569	PASS	training	traîne	EXPANSION
trainings	traînez	0.552	PASS	training	traîne	EXPANSION
trainings	traîna	0.537	PASS	training	traîne	EXPANSION
train	traînée	0.615	PASS	train	traîner	EXPANSION
train	traînées	0.615	PASS	train	traîner	EXPANSION
train	traînaient	0.615	PASS	train	traîner	EXPANSION
train	traînés	0.615	PASS	train	traîner	EXPANSION
train	traînera	0.578	PASS	train	traîner	EXPANSION
training	traînée	0.580	PASS	train	traîner	EXPANSION
training	traînées	0.580	PASS	train	traîner	EXPANSION
training	traînaient	0.590	PASS	train	traîner	EXPANSION
training	traînés	0.580	PASS	train	traîner	EXPANSION
training	traînera	0.537	PASS	train	traîner	EXPANSION
trained	traînée	0.571	PASS	train	traîner	EXPANSION
trained	traînées	0.571	PASS	train	traîner	EXPANSION
trained	traînaient	0.571	PASS	train	traîner	EXPANSION
trained	traînés	0.571	PASS	train	traîner	EXPANSION
trained	traînera	0.555	PASS	train	traîner	EXPANSION
trains	traînée	0.571	PASS	train	traîner	EXPANSION
trains	traînées	0.571	PASS	train	traîner	EXPANSION
trains	traînaient	0.571	PASS	train	traîner	EXPANSION
trains	traînés	0.571	PASS	train	traîner	EXPANSION
trains	traînera	0.555	PASS	train	traîner	EXPANSION
train	traînante	0.578	PASS	train	traînant	EXPANSION
train	traînantes	0.578	PASS	train	traînant	EXPANSION
train	traînants	0.615	PASS	train	traînant	EXPANSION
training	traînante	0.550	PASS	train	traînant	EXPANSION
training	traînantes	0.550	PASS	train	traînant	EXPANSION
training	traînants	0.578	PASS	train	traînant	EXPANSION
trained	traînante	0.590	PASS	train	traînant	EXPANSION
trained	traînantes	0.590	PASS	train	traînant	EXPANSION
trained	traînants	0.591	PASS	train	traînant	EXPANSION
trains	traînante	0.572	PASS	train	traînant	EXPANSION
trains	traînantes	0.572	PASS	train	traînant	EXPANSION
trains	traînants	0.578	PASS	train	traînant	EXPANSION
trainer	traînée	0.615	PASS	trainer	traîner	EXPANSION
trainer	traînées	0.615	PASS	trainer	traîner	EXPANSION
trainer	traînaient	0.615	PASS	trainer	traîner	EXPANSION
trainer	traînés	0.615	PASS	trainer	traîner	EXPANSION
trainer	traînera	0.578	PASS	trainer	traîner	EXPANSION
trainers	traînée	0.571	PASS	trainer	traîner	EXPANSION
trainers	traînées	0.571	PASS	trainer	traîner	EXPANSION
trainers	traînaient	0.571	PASS	trainer	traîner	EXPANSION
trainers	traînés	0.571	PASS	trainer	traîner	EXPANSION
trainers	traînera	0.555	PASS	trainer	traîner	EXPANSION
trainer	traînante	0.578	PASS	trainer	traînant	EXPANSION
trainer	traînantes	0.578	PASS	trainer	traînant	EXPANSION
trainer	traînants	0.615	PASS	trainer	traînant	EXPANSION
trainers	traînante	0.572	PASS	trainer	traînant	EXPANSION
trainers	traînantes	0.572	PASS	trainer	traînant	EXPANSION
trainers	traînants	0.578	PASS	trainer	traînant	EXPANSION
transcript	script	0.633	PASS	transcript	scripts	EXPANSION
transfers	transfère	0.622	PASS	transferring	transfère	EXPANSION
transported	transport	0.603	PASS	transported	transports	EXPANSION
transport	transportera	0.629	PASS	transport	transporter	EXPANSION
transported	transportera	0.565	PASS	transport	transporter	EXPANSION
transporting	transportera	0.558	PASS	transport	transporter	EXPANSION
transports	transportera	0.609	PASS	transport	transporter	EXPANSION
trappings	trappe	0.577	PASS	trapping	trappe	EXPANSION
trappings	trappes	0.577	PASS	trapping	trappe	EXPANSION
treatments	tristesse	0.638	PASS	treatments	tristesses	EXPANSION
tricky	triaient	0.606	PASS	tricky	trier	EXPANSION
trickier	triaient	0.606	PASS	tricky	trier	EXPANSION
trickiest	triaient	0.549	PASS	tricky	trier	EXPANSION
tune	tournent	0.781	STRICT	tunes	tournent	EXPANSION
vault	volante	0.630	PASS	vault	volantes	EXPANSION
well	ouais	0.716	PASS	welling	ouais	EXPANSION
were	ouais	0.637	PASS	were	ouai	EXPANSION
west	esters	0.643	PASS	west	ester	EXPANSION
whipped	opte	0.659	PASS	whipped	optes	EXPANSION
affecteds	affects	0.644	PASS	affected	affects	EXPANSION
affecteds	affect	0.644	PASS	affected	affects	EXPANSION
again	gainés	0.616	PASS	again	gainé	EXPANSION
again	gainée	0.616	PASS	again	gainé	EXPANSION
again	gainées	0.616	PASS	again	gainé	EXPANSION
beddings	baie	0.585	PASS	bedding	baie	EXPANSION
beddings	baies	0.585	PASS	bedding	baie	EXPANSION
beddings	baia	0.537	PASS	bedding	baie	EXPANSION
blog	blaguaient	0.634	PASS	blog	blaguer	EXPANSION
bloggers	blague	0.634	PASS	bloggers	blagues	EXPANSION
books	boxers	0.616	PASS	books	boxer	EXPANSION
books	boxerai	0.577	PASS	books	boxer	EXPANSION
books	boxaient	0.616	PASS	books	boxer	EXPANSION
books	boxons	0.616	PASS	books	boxer	EXPANSION
books	boxés	0.616	PASS	books	boxer	EXPANSION
book	boxers	0.492	PASS	books	boxer	EXPANSION
book	boxerai	0.466	PASS	books	boxer	EXPANSION
book	boxaient	0.492	PASS	books	boxer	EXPANSION
book	boxons	0.492	PASS	books	boxer	EXPANSION
book	boxés	0.492	PASS	books	boxer	EXPANSION
booked	boxers	0.501	PASS	books	boxer	EXPANSION
booked	boxerai	0.474	PASS	books	boxer	EXPANSION
booked	boxaient	0.501	PASS	books	boxer	EXPANSION
booked	boxons	0.501	PASS	books	boxer	EXPANSION
booked	boxés	0.501	PASS	books	boxer	EXPANSION
booking	boxers	0.474	PASS	books	boxer	EXPANSION
booking	boxerai	0.453	PASS	books	boxer	EXPANSION
booking	boxaient	0.484	PASS	books	boxer	EXPANSION
booking	boxons	0.486	PASS	books	boxer	EXPANSION
booking	boxés	0.474	PASS	books	boxer	EXPANSION
cases	cause	0.622	PASS	cases	causes	EXPANSION
chest	testés	0.680	PASS	chest	tester	EXPANSION
chest	testée	0.680	PASS	chest	tester	EXPANSION
chest	testées	0.680	PASS	chest	tester	EXPANSION
chest	testons	0.680	PASS	chest	tester	EXPANSION
chest	testerai	0.641	PASS	chest	tester	EXPANSION
chests	testés	0.641	PASS	chest	tester	EXPANSION
chests	testée	0.641	PASS	chest	tester	EXPANSION
chests	testées	0.641	PASS	chest	tester	EXPANSION
chests	testons	0.641	PASS	chest	tester	EXPANSION
chests	testerai	0.603	PASS	chest	tester	EXPANSION
closings	close	0.641	PASS	closing	close	EXPANSION
closings	closes	0.718	PASS	closing	close	EXPANSION
closings	closer	0.625	PASS	closing	close	EXPANSION
closings	closent	0.718	PASS	closing	close	EXPANSION
closings	clause	0.718	PASS	closing	clause	EXPANSION
closings	clauses	0.718	PASS	closing	clause	EXPANSION
conclude	clowns coudes	0.721	PASS	concluded	clowns coudes	EXPANSION
cons	case	0.662	PASS	cons	cases	EXPANSION
controlled	contrôlée	0.611	PASS	controlled	contrôler	EXPANSION
controlled	contrôlés	0.611	PASS	controlled	contrôler	EXPANSION
controlled	contrôlées	0.611	PASS	controlled	contrôler	EXPANSION
controlled	contrôlaient	0.611	PASS	controlled	contrôler	EXPANSION
controlled	contrôlons	0.623	PASS	controlled	contrôler	EXPANSION
control	contrôlée	0.643	PASS	controlled	contrôler	EXPANSION
control	contrôlés	0.643	PASS	controlled	contrôler	EXPANSION
control	contrôlées	0.643	PASS	controlled	contrôler	EXPANSION
control	contrôlaient	0.643	PASS	controlled	contrôler	EXPANSION
control	contrôlons	0.623	PASS	controlled	contrôler	EXPANSION
controls	contrôlée	0.611	PASS	controlled	contrôler	EXPANSION
controls	contrôlés	0.611	PASS	controlled	contrôler	EXPANSION
controls	contrôlées	0.611	PASS	controlled	contrôler	EXPANSION
controls	contrôlaient	0.611	PASS	controlled	contrôler	EXPANSION
controls	contrôlons	0.610	PASS	controlled	contrôler	EXPANSION
controlling	contrôlée	0.615	PASS	controlled	contrôler	EXPANSION
controlling	contrôlés	0.615	PASS	controlled	contrôler	EXPANSION
controlling	contrôlées	0.615	PASS	controlled	contrôler	EXPANSION
controlling	contrôlaient	0.621	PASS	controlled	contrôler	EXPANSION
controlling	contrôlons	0.623	PASS	controlled	contrôler	EXPANSION
controled	contrôlée	0.611	PASS	controlled	contrôler	EXPANSION
controled	contrôlés	0.611	PASS	controlled	contrôler	EXPANSION
controled	contrôlées	0.611	PASS	controlled	contrôler	EXPANSION
controled	contrôlaient	0.611	PASS	controlled	contrôler	EXPANSION
controled	contrôlons	0.623	PASS	controlled	contrôler	EXPANSION
controling	contrôlée	0.615	PASS	controlled	contrôler	EXPANSION
controling	contrôlés	0.615	PASS	controlled	contrôler	EXPANSION
controling	contrôlées	0.615	PASS	controlled	contrôler	EXPANSION
controling	contrôlaient	0.621	PASS	controlled	contrôler	EXPANSION
controling	contrôlons	0.623	PASS	controlled	contrôler	EXPANSION
correctly	corrects lies	0.886	STRICT	correctlier	corrects lies	EXPANSION
country	khan tri	0.793	STRICT	countries	khan tri	EXPANSION
create	criante	0.766	STRICT	create	criant	EXPANSION
create	criantes	0.766	STRICT	create	criant	EXPANSION
create	criants	0.685	PASS	create	criant	EXPANSION
created	criante	0.637	PASS	create	criant	EXPANSION
created	criantes	0.637	PASS	create	criant	EXPANSION
created	criants	0.654	PASS	create	criant	EXPANSION
creating	criante	0.615	PASS	create	criant	EXPANSION
creating	criantes	0.615	PASS	create	criant	EXPANSION
creating	criants	0.645	PASS	create	criant	EXPANSION
creates	criante	0.646	PASS	create	criant	EXPANSION
creates	criantes	0.646	PASS	create	criant	EXPANSION
creates	criants	0.645	PASS	create	criant	EXPANSION
create	crieras	0.645	PASS	create	criera	EXPANSION
created	crieras	0.628	PASS	create	criera	EXPANSION
creating	crieras	0.610	PASS	create	criera	EXPANSION
creates	crieras	0.613	PASS	create	criera	EXPANSION
cry	crée	0.683	PASS	cry	créer	EXPANSION
cry	créée	0.640	PASS	cry	créer	EXPANSION
cry	créés	0.640	PASS	cry	créer	EXPANSION
cry	créées	0.640	PASS	cry	créer	EXPANSION
cry	créera	0.693	PASS	cry	créer	EXPANSION
crying	créée	0.582	PASS	cry	créer	EXPANSION
crying	créés	0.582	PASS	cry	créer	EXPANSION
crying	créées	0.582	PASS	cry	créer	EXPANSION
crying	créera	0.637	PASS	cry	créer	EXPANSION
cried	créée	0.592	PASS	cry	créer	EXPANSION
cried	créés	0.592	PASS	cry	créer	EXPANSION
cried	créées	0.592	PASS	cry	créer	EXPANSION
cried	créera	0.636	PASS	cry	créer	EXPANSION
cries	créée	0.592	PASS	cry	créer	EXPANSION
cries	créés	0.592	PASS	cry	créer	EXPANSION
cries	créées	0.592	PASS	cry	créer	EXPANSION
cries	créera	0.636	PASS	cry	créer	EXPANSION
de	de	1.000	STRICT	de	des	EXPANSION
de	desai	0.645	PASS	de	des	EXPANSION
de	das	0.607	PASS	de	da	EXPANSION
de	dax	0.490	PASS	de	da	EXPANSION
de	dae	0.607	PASS	de	da	EXPANSION
de	dés	0.607	PASS	de	dé	EXPANSION
draw	drogués	0.606	PASS	draw	drogué	EXPANSION
draw	droguée	0.606	PASS	draw	drogué	EXPANSION
draw	droguées	0.606	PASS	draw	drogué	EXPANSION
drawing	drogués	0.593	PASS	draw	drogué	EXPANSION
drawing	droguée	0.593	PASS	draw	drogué	EXPANSION
drawing	droguées	0.593	PASS	draw	drogué	EXPANSION
drawn	drogués	0.552	PASS	draw	drogué	EXPANSION
drawn	droguée	0.552	PASS	draw	drogué	EXPANSION
drawn	droguées	0.552	PASS	draw	drogué	EXPANSION
drew	drogués	0.592	PASS	draw	drogué	EXPANSION
drew	droguée	0.592	PASS	draw	drogué	EXPANSION
drew	droguées	0.592	PASS	draw	drogué	EXPANSION
draws	drogués	0.552	PASS	draw	drogué	EXPANSION
draws	droguée	0.552	PASS	draw	drogué	EXPANSION
draws	droguées	0.552	PASS	draw	drogué	EXPANSION
draw	droguaient	0.606	PASS	draw	droguer	EXPANSION
drawing	droguaient	0.593	PASS	draw	droguer	EXPANSION
drawn	droguaient	0.552	PASS	draw	droguer	EXPANSION
drew	droguaient	0.592	PASS	draw	droguer	EXPANSION
draws	droguaient	0.552	PASS	draw	droguer	EXPANSION
dried	drap ode	0.798	STRICT	dry	drap ode	EXPANSION
driers	drap ode	0.690	PASS	drier	drap ode	EXPANSION
drum	dramas	0.628	PASS	drum	drama	EXPANSION
drums	dramas	0.587	PASS	drum	drama	EXPANSION
drumming	dramas	0.569	PASS	drum	drama	EXPANSION
drummed	dramas	0.587	PASS	drum	drama	EXPANSION
expert	exporte	0.795	STRICT	expert	exporter	EXPANSION
expert	exportés	0.690	PASS	expert	exporter	EXPANSION
expert	exportée	0.690	PASS	expert	exporter	EXPANSION
expert	exportées	0.690	PASS	expert	exporter	EXPANSION
experts	exportés	0.659	PASS	expert	exporter	EXPANSION
experts	exportée	0.659	PASS	expert	exporter	EXPANSION
experts	exportées	0.659	PASS	expert	exporter	EXPANSION
explanations	exploser	0.630	PASS	explanations	explose	EXPANSION
explanations	explosez	0.630	PASS	explanations	explose	EXPANSION
explanations	exploses	0.687	PASS	explanations	explose	EXPANSION
explanation	explosez	0.650	PASS	explanations	explose	EXPANSION
explanation	exploses	0.648	PASS	explanations	explose	EXPANSION
explanations	exploseras	0.604	PASS	explanations	explosera	EXPANSION
explanation	exploseras	0.621	PASS	explanations	explosera	EXPANSION
flooded	flot	0.604	PASS	flooded	flots	EXPANSION
force	faussée	0.616	PASS	force	fausser	EXPANSION
force	faussés	0.616	PASS	force	fausser	EXPANSION
force	faussées	0.616	PASS	force	fausser	EXPANSION
force	faussaient	0.616	PASS	force	fausser	EXPANSION
forces	faussée	0.562	PASS	force	fausser	EXPANSION
forces	faussés	0.562	PASS	force	fausser	EXPANSION
forces	faussées	0.562	PASS	force	fausser	EXPANSION
forces	faussaient	0.562	PASS	force	fausser	EXPANSION
forced	faussée	0.577	PASS	force	fausser	EXPANSION
forced	faussés	0.577	PASS	force	fausser	EXPANSION
forced	faussées	0.577	PASS	force	fausser	EXPANSION
forced	faussaient	0.577	PASS	force	fausser	EXPANSION
forcing	faussée	0.577	PASS	force	fausser	EXPANSION
forcing	faussés	0.577	PASS	force	fausser	EXPANSION
forcing	faussées	0.577	PASS	force	fausser	EXPANSION
forcing	faussaient	0.587	PASS	force	fausser	EXPANSION
greenings	graines	0.568	PASS	greening	graines	EXPANSION
greenings	graine	0.568	PASS	greening	graines	EXPANSION
greenings	grainé	0.549	PASS	greening	graine	EXPANSION
greenings	grainer	0.549	PASS	greening	graine	EXPANSION
knives	naïve	0.630	PASS	knives	naïves	EXPANSION
lead	liquidée	0.668	PASS	lead	liquider	EXPANSION
lead	liquidés	0.668	PASS	lead	liquider	EXPANSION
lead	liquidées	0.668	PASS	lead	liquider	EXPANSION
lead	liquidai	0.668	PASS	lead	liquider	EXPANSION
lead	liquiderons	0.630	PASS	lead	liquider	EXPANSION
lead	liquidaient	0.668	PASS	lead	liquider	EXPANSION
led	liquidée	0.466	PASS	lead	liquider	EXPANSION
led	liquidés	0.466	PASS	lead	liquider	EXPANSION
led	liquidées	0.466	PASS	lead	liquider	EXPANSION
led	liquidai	0.466	PASS	lead	liquider	EXPANSION
led	liquidaient	0.466	PASS	lead	liquider	EXPANSION
leading	liquidée	0.624	PASS	lead	liquider	EXPANSION
leading	liquidés	0.624	PASS	lead	liquider	EXPANSION
leading	liquidées	0.624	PASS	lead	liquider	EXPANSION
leading	liquidai	0.624	PASS	lead	liquider	EXPANSION
leading	liquiderons	0.604	PASS	lead	liquider	EXPANSION
leading	liquidaient	0.632	PASS	lead	liquider	EXPANSION
leads	liquidée	0.616	PASS	lead	liquider	EXPANSION
leads	liquidés	0.616	PASS	lead	liquider	EXPANSION
leads	liquidées	0.616	PASS	lead	liquider	EXPANSION
leads	liquidai	0.616	PASS	lead	liquider	EXPANSION
leads	liquiderons	0.598	PASS	lead	liquider	EXPANSION
leads	liquidaient	0.616	PASS	lead	liquider	EXPANSION
lifting	lifting	0.694	PASS	lifting	liftings	EXPANSION
peas	pissera	0.604	PASS	peas	pisser	EXPANSION
peas	pisseras	0.604	PASS	peas	pisser	EXPANSION
peas	pisserai	0.604	PASS	peas	pisser	EXPANSION
pea	pissera	0.596	PASS	peas	pisser	EXPANSION
pea	pisseras	0.596	PASS	peas	pisser	EXPANSION
pea	pisserai	0.596	PASS	peas	pisser	EXPANSION
pease	pissera	0.604	PASS	pease	pisser	EXPANSION
pease	pissée	0.655	PASS	pease	pisser	EXPANSION
pease	pissaient	0.655	PASS	pease	pisser	EXPANSION
pease	pisseras	0.604	PASS	pease	pisser	EXPANSION
pease	pisserai	0.604	PASS	pease	pisser	EXPANSION
pentagon	peinent gaine	0.707	PASS	pentagons	peinent gaine	EXPANSION
pissed	pistons	0.630	PASS	pissed	pister	EXPANSION
pissed	pistés	0.630	PASS	pissed	pister	EXPANSION
pissed	pistée	0.630	PASS	pissed	pister	EXPANSION
pissed	pistées	0.630	PASS	pissed	pister	EXPANSION
piss	pistons	0.506	PASS	pissed	pister	EXPANSION
piss	pistés	0.506	PASS	pissed	pister	EXPANSION
piss	pistée	0.506	PASS	pissed	pister	EXPANSION
piss	pistées	0.506	PASS	pissed	pister	EXPANSION
pissing	pistons	0.498	PASS	pissed	pister	EXPANSION
pissing	pistés	0.485	PASS	pissed	pister	EXPANSION
pissing	pistée	0.485	PASS	pissed	pister	EXPANSION
pissing	pistées	0.485	PASS	pissed	pister	EXPANSION
pisses	pistons	0.503	PASS	pissed	pister	EXPANSION
pisses	pistés	0.503	PASS	pissed	pister	EXPANSION
pisses	pistée	0.503	PASS	pissed	pister	EXPANSION
pisses	pistées	0.503	PASS	pissed	pister	EXPANSION
policeman	police	0.621	PASS	policeman	polices	EXPANSION
policeman	policée	0.605	PASS	policeman	policé	EXPANSION
policeman	policés	0.605	PASS	policeman	policé	EXPANSION
policeman	policées	0.605	PASS	policeman	policé	EXPANSION
policemen	policée	0.614	PASS	policeman	policé	EXPANSION
policemen	policés	0.614	PASS	policeman	policé	EXPANSION
policemen	policées	0.614	PASS	policeman	policé	EXPANSION
premium	primes rimes	0.820	STRICT	premiums	primes rimes	EXPANSION
protects	prétextai	0.648	PASS	protects	prétexter	EXPANSION
protect	prétextai	0.662	PASS	protects	prétexter	EXPANSION
protected	prétextai	0.654	PASS	protects	prétexter	EXPANSION
protecting	prétextai	0.634	PASS	protects	prétexter	EXPANSION
railings	réelle	0.577	PASS	railing	réelle	EXPANSION
railings	réelles	0.577	PASS	railing	réelle	EXPANSION
regular	règlera	0.628	PASS	regular	règler	EXPANSION
regulars	règlera	0.606	PASS	regular	règler	EXPANSION
restings	resteras	0.669	PASS	resting	restera	EXPANSION
sexually	sexuelle	0.620	PASS	sexually	sexuelles	EXPANSION
standing	standing	0.618	PASS	standings	standing	EXPANSION
string	streamers	0.692	PASS	string	streamer	EXPANSION
strings	streamers	0.660	PASS	string	streamer	EXPANSION
strung	streamers	0.610	PASS	string	streamer	EXPANSION
stringing	streamers	0.670	PASS	string	streamer	EXPANSION
strippings	streamers	0.635	PASS	stripping	streamer	EXPANSION
suggesting	et geste	0.598	PASS	suggest	et geste	EXPANSION
sweat	souhaiterait	0.580	PASS	sweat	souhaiter	EXPANSION
sweat	souhaiteraient	0.580	PASS	sweat	souhaiter	EXPANSION
sweating	souhaiterait	0.489	PASS	sweat	souhaiter	EXPANSION
sweating	souhaiteraient	0.489	PASS	sweat	souhaiter	EXPANSION
sweats	souhaiterait	0.543	PASS	sweat	souhaiter	EXPANSION
sweats	souhaiteraient	0.543	PASS	sweat	souhaiter	EXPANSION
sweated	souhaiterait	0.461	PASS	sweat	souhaiter	EXPANSION
sweated	souhaiteraient	0.461	PASS	sweat	souhaiter	EXPANSION
sweat	souhaitées	0.620	PASS	sweat	souhaité	EXPANSION
sweat	souhaités	0.620	PASS	sweat	souhaité	EXPANSION
sweats	souhaitées	0.580	PASS	sweat	souhaité	EXPANSION
sweats	souhaités	0.580	PASS	sweat	souhaité	EXPANSION
sweated	souhaitées	0.487	PASS	sweat	souhaité	EXPANSION
sweated	souhaités	0.487	PASS	sweat	souhaité	EXPANSION
titi	tireras	0.695	PASS	titi	tirera	EXPANSION
tossed	testons	0.616	PASS	tossed	tester	EXPANSION
tossed	testerai	0.577	PASS	tossed	tester	EXPANSION
toss	testons	0.492	PASS	tossed	tester	EXPANSION
toss	testerai	0.466	PASS	tossed	tester	EXPANSION
tossing	testons	0.486	PASS	tossed	tester	EXPANSION
tossing	testerai	0.453	PASS	tossed	tester	EXPANSION
tosses	testons	0.489	PASS	tossed	tester	EXPANSION
tosses	testerai	0.464	PASS	tossed	tester	EXPANSION
type	tapée	0.647	PASS	type	tapé	EXPANSION
type	tapés	0.647	PASS	type	tapé	EXPANSION
type	tapées	0.647	PASS	type	tapé	EXPANSION
types	tapée	0.602	PASS	type	tapé	EXPANSION
types	tapés	0.602	PASS	type	tapé	EXPANSION
types	tapées	0.602	PASS	type	tapé	EXPANSION
typing	tapée	0.602	PASS	type	tapé	EXPANSION
typing	tapés	0.602	PASS	type	tapé	EXPANSION
typing	tapées	0.602	PASS	type	tapé	EXPANSION
typed	tapée	0.592	PASS	type	tapé	EXPANSION
typed	tapés	0.592	PASS	type	tapé	EXPANSION
typed	tapées	0.592	PASS	type	tapé	EXPANSION
type	tapantes	0.602	PASS	type	tapant	EXPANSION
type	tapante	0.602	PASS	type	tapant	EXPANSION
types	tapantes	0.602	PASS	type	tapant	EXPANSION
types	tapante	0.602	PASS	type	tapant	EXPANSION
typing	tapantes	0.566	PASS	type	tapant	EXPANSION
typing	tapante	0.566	PASS	type	tapant	EXPANSION
